titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
Los Molinos - Juana Manso al 1100,Los Molinos - Juana Manso al 1100 - Puerto Madero,USD,2500,,110m²,1,,$15.000,,Frente,,,1,,,
A Villaflor 600,"A Villaflor 600, ALT piso - Puerto Madero",USD,5000,,234m²,3,,,,Frente,,,2,Departamento,9años,Si
M Salotti 400,M Salotti 400 - Puerto Madero,$,40000,,88m²,1,,,,Contrafrente,,,1,Departamento,10años,Si
Lynch 500,"Lynch 500, PA piso - Puerto Madero",USD,6800,,334m²,3,,,,Frente,,,2,Departamento,,Si
Av. San Martín 6600,"Av. San Martín 6600, 1° piso - Villa Devoto",$,11500,7m²,41m²,1,,$3.500,,Contrafrente,,,,Departamento,8años,
Av C Vidal 2200,"Av C Vidal 2200, 2° piso - Belgrano R",$,16500,,45m²,1,,NoIncluidas,,Contrafrente,,,1,Departamento,3años,Si
"ALBERDI, JUAN B., AV. 1200","ALBERDI, JUAN B., AV. 1200, 8° piso - Caballito",$,9000,,27m²,1,,NoIncluidas,9,Contrafrente,,3,,Departamento,40años,
Tte Gral Juan D Peron 3700,Tte Gral Juan D Peron 3700 - Almagro,$,10500,,40m²,1,,$3.500,,Interno,,,,Departamento,40años,
LLAVALLOL 2300,"LLAVALLOL 2300, 1° piso - Villa del Parque",$,15000,8m²,54m²,1,,,4,Frente,,6X4,,Ph,5años,
RECONQUISTA 300,RECONQUISTA 300 - Microcentro,$,165000,,,,,$34.500,,,,,2,,53años,
Juramento 2800,"Juramento 2800, 14° piso - Belgrano",$,8000,,,Monoambiente,,$2.100,,Contrafrente,,,,Departamento,,
Avenida Las Heras 2700,"Avenida Las Heras 2700, 12° piso - Recoleta",$,18700,9m²,65m²,2,,NoIncluidas,14,Contrafrente,,4,,Departamento,40años,
Rca Arabe Siria 3100,"Rca Arabe Siria 3100, 1° piso - Palermo Chico",$,13500,,36m²,1,,NoIncluidas,,Interno,,,,Departamento,,
Av Gral Ortiz De Ocampo 2600,"Av Gral Ortiz De Ocampo 2600, 14° piso - Palermo Chico",$,17000,5m²,60m²,2,,Incluidas,,Frente,,,1,Departamento,45años,
Laprida 900,"Laprida 900, 3° piso - Palermo",$,11500,,,Monoambiente,,$3.500,,Contrafrente,,,,Departamento,10años,
Humboldt 700,"Humboldt 700, 3° piso - Villa Crespo",$,14000,6m²,43m²,1,,$3.000,,Frente,,,,Departamento,2años,Si
R Fernandez 200,R Fernandez 200 - Floresta Sur,$,8500,4m²,38m²,Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,,
Av San Juan 900,Av San Juan 900 - San Telmo,$,11000,,,1,,NoIncluidas,,Contrafrente,,,,Departamento,30años,
Gral Jose Avalos 1900,Gral Jose Avalos 1900 - Villa Urquiza,$,28500,,,2,,$6.500,,Frente,,,1,Piso,,
AV CABILDO 2200,AV CABILDO 2200 - Belgrano C,$,7000,,,,,$2.050,,,,,,,,
Parana 100,Parana 100 - Tribunales,$,5000,,,,,$1.200,,,,,,,,
VALLE FÉRTIL 800,"VALLE FÉRTIL 800, 7° piso - Pinamar",$,9000,,25m²,1,,NoIncluidas,,Lateral,,,,Departamento,45años,
Arenales 1800,Arenales 1800 - Recoleta,$,25000,,110m²,3,,NoIncluidas,,Frente,,,,Departamento,50años,
SUCRE 1800,"SUCRE 1800, 4° piso - Belgrano Barrancas",+ $. de expensas'],14500,11m²,159m²,3,,$14.500,,Frente,,,1,Semipiso,6años,Si
oro y juncal 2600,"oro y juncal 2600, 4° piso - Palermo Chico",$,14000,,55m²,2,,$4.000,,Contrafrente,,2,,,,
Uruguay 100,"Uruguay 100, 9° piso - Congreso",$,8000,,32m²,,,,,,,,,Departamento,,
J De Andonaegui 2200,"J De Andonaegui 2200, 2° piso - Urquiza R",$,13000,2m²,50m²,1,,NoIncluidas,,Frente,,,,Departamento,9años,Si
Sgto J B Cabral 1000,Sgto J B Cabral 1000 - Ramos Mejia Sur,$,9500,12m²,65m²,2,,NoPaga,,,,,,Ph,,
Mendoza 2700,Mendoza 2700 - Belgrano,$,13000,,,,,,,,,,,,,
Av. Rivadavia 7500,Av. Rivadavia 7500 - Flores,$,16000,,63m²,2,,NoIncluidas,,Contrafrente,,,,,58años,
Av Gral Luis Maria Campos 1200,"Av Gral Luis Maria Campos 1200, 4° piso - Belgrano C",$,12500,,42m²,1,,NoIncluidas,,Frente,,,,Departamento,35años,
Uruguay 200,"Uruguay 200, 3° piso - Centro",$,7000,,,,,$4.210,,,,,,,40años,
Laprida 1600,"Laprida 1600, 3° piso - Centro",$,7500,,45m²,1,,$1.300,,Contrafrente,,,,Departamento,40años,
Mitre 1400,"Mitre 1400, PLANTA ALTA piso - Centro",$,6200,3m²,37m²,1,,,,,,,,Departamento,,
COMANDANTE ROSALES 2600,COMANDANTE ROSALES 2600 - Olivos,$,45000,15m²,100m²,3,,NoIncluidas,15,Frente,,3,2,Departamento,15años,
Yerbal 0,Yerbal 0 - Caballito,$,12000,5m²,45m²,1,,$2.100,,Contrafrente,,,,Departamento,50años,
Palpa 2400,"Palpa 2400, 12° piso - Belgrano",$,13000,,,1,,,,Frente,,,,Departamento,,
"CHENAUT, INDALECIO, GRAL. 1800","CHENAUT, INDALECIO, GRAL. 1800 - Las Cañitas",$,15500,4m²,40m²,1,,NoIncluidas,3,Frente,,"6,50X3",,Departamento,8años,
French 2300,"French 2300, 9° piso - Recoleta",$,35000,5m²,130m²,3,,NoIncluidas,,Contrafrente,,,1,Departamento,25años,
Monroe 5300,Monroe 5300 - Urquiza R,$,12500,8m²,44m²,1,,NoIncluidas,,Frente,,,,Departamento,16años,
Ciudad De La Paz 400,Ciudad De La Paz 400 - Belgrano,$,11000,7m²,48m²,1,,NoIncluidas,,Frente,,,,Departamento,12años,
Corrientes 1300,"Corrientes 1300, 2º piso - Centro",$,6000,,39m²,1,,,,,,,,Departamento,,
Urquiza 1000,"Urquiza 1000, 10° piso - Centro",$,9000,,65m²,2,,,,Contrafrente,,,,Departamento,40años,Si
J.E.URIBURU 700,J.E.URIBURU 700 - Barrio Norte,$,8500,,26m²,1,,NoIncluidas,,Interno,,,,Departamento,40años,
Chacabuco 2200,"Chacabuco 2200, 1 ° piso - Rosario",$,5000,,31m²,,,$850,,,,,,Departamento,,
Arenales 3400,"Arenales 3400, 8° piso - Palermo Viejo",$,22000,3m²,36m²,,,,,,,,,Departamento,2años,Si
DUEÑO- RODRIGUEZ 400,DUEÑO- RODRIGUEZ 400 - Pichincha,$,5500,,30m²,,,NoIncluidas,,Frente,,,,Departamento,5años,
Gdero Baigorria 2900,"Gdero Baigorria 2900, 1° piso - Barrio Santa Rita",$,18000,6m²,65m²,2,,NoIncluidas,,Frente,,,,Departamento,,
Mendoza 5400,Mendoza 5400 - Urquiza R,$,17000,,52m²,2,,$1.800,,Frente,,,,Departamento,,
Córdoba y Santiago,Córdoba y Santiago - Rosario,$,22000,,88m²,2,,$3.000,,Frente,,,1,,1años,
Pje. Minerva y Crespo,Pje. Minerva y Crespo - Echesortu,$,7600,,40m²,1,,$600,,Contrafrente,,,1,,4años,
Montevideo 400,"Montevideo 400, 12° piso - Tribunales",$,30000,,,,,$17.000,,,,,,,5años,
Larrea 1300,Larrea 1300 - Recoleta,$,14500,,55m²,1,,NoIncluidas,,Interno,,,,Departamento,39años,
OLLEROS 2500,OLLEROS 2500 - Belgrano,$,29000,12m²,108m²,3,,$5.020,,Contrafrente,,,1,Departamento,,
Mariano Acha 1400,"Mariano Acha 1400, 2° piso - Villa Urquiza",$,8300,42m²,,1,,$2.100,,,,,,Departamento,40años,
G Rawson 2700,G Rawson 2700 - Plaza Mitre,$,15000,5m²,50m²,1,,,,Frente,,,1,Departamento,,
Fco Lacroze 2400,Fco Lacroze 2400 - Belgrano,$,19900,7m²,65m²,2,,NoIncluidas,,Frente,,,,Departamento,15años,
Avenida Caamaño 1100,Avenida Caamaño 1100 - Boulevard Del Sol,$,8500,42m²,42m²,Monoambiente,,,,,,,,Departamento,,Si
A Moreau De Justo 1800,"A Moreau De Justo 1800, PB piso - Puerto Madero",USD,3500,,,,,,,,,,,,,
Av L N Alem 800,Av L N Alem 800 - Puerto Madero,USD,20000,,,,,,,,,,8,,20años,
Macacha Guemes 300,Macacha Guemes 300 - Puerto Madero,USD,6800,,,,,,,,,,2,,8años,
Altos del Molino Pilar,"Altos del Molino Pilar , 1° piso - Alto del Molino",$,10500,,45m²,1,,$3.500,,Interno,,,1,Departamento,5años,Si
Av Alberdi 300,"Av Alberdi 300, 1° piso - Caballito",$,9500,6m²,35m²,1,,$2.100,,Interno,,,,Departamento,38años,
Gral Guemes 3000,Gral Guemes 3000 - Palermo,$,20000,,76m²,3,,NoIncluidas,,Frente,,,,Departamento,,
Gurruchaga 2400,Gurruchaga 2400 - Botanico,$,18000,"8,74m²",83m²,2,,,,Frente,,30años,,Departamento,MuyBueno,
Bulnes 1700,"Bulnes 1700, 2° piso - Palermo",$,11000,,,1,,,,Interno,,3,,Departamento,35años,
Av Darregueyra 2100,"Av Darregueyra 2100, 4° piso - Palermo",$,9800,,,1,,,,Interno,,,,Departamento,,
2300,"2300, 1° piso - Botanico",$,15000,"1,5m²",30m²,1,,NoIncluidas,,Lateral,,,,Departamento,40años,
Gral M Soler 4400,"Gral M Soler 4400, 7° piso - Palermo Soho",$,22000,,77m²,3,,NoIncluidas,,Contrafrente,,,,Departamento,30años,
Oroño 200,"Oroño 200, 1° piso - Centro",$,18000,,90m²,2,,$5.000,,Frente,,,1,Departamento,12años,
Juan Agustin Maza 1800,"Juan Agustin Maza 1800, P.BAJA piso - Boedo",$,11500,6m²,34m²,1,,Incluidas,,Contrafrente,,,,Departamento,3años,
Av. del Huerto y Mitre,Av. del Huerto y Mitre - Centro,$,8000,,63m²,2,,$2.600,,Contrafrente,,,,,53años,
Vuelta De Obligado 2700,"Vuelta De Obligado 2700, 3° piso - Belgrano",$,22000,,70m²,3,,$6.500,MuyBueno,Frente,,,1,Departamento,35años,
Hortiguera al 100,Hortiguera al 100 - Caballito,$,18000,,67m²,2,,$4.200,,Contrafrente,,,,,25años,
Sanchez de Bustamante 1800,"Sanchez de Bustamante 1800, 6° piso - Recoleta",$,20000,64m²,64m²,2,,NoIncluidas,,Frente,,,,Departamento,80años,
Av B Rivadavia 5100,Av B Rivadavia 5100 - Caballito,$,25000,,150m²,3,,NoIncluidas,,Frente,,,1,Semipiso,15años,
El.maestro 11 0,El.maestro 11 0 - Parque Rivadavia,'],,,25m²,,,,,,,,,,50años,
Boyaca 400,"Boyaca 400, pb piso - Flores Norte",$,13000,30m²,53m²,1,,NoIncluidas,,Contrafrente,,,,Departamento,50años,
Bahia Blanca 400,"Bahia Blanca 400, 2° piso - Floresta",$,10000,"4,12m²",44m²,1,,$2.500,,Lateral,,,,Departamento,40años,
Av Del Libertador 5500,Av Del Libertador 5500 - Belgrano C,$,14900,3m²,42m²,1,,NoIncluidas,14,Frente,,4,,Departamento,40años,
Jose I Gorriti 3900,"Jose I Gorriti 3900, 1° piso - Palermo",$,15000,,40m²,Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,4años,
,- Parque Rivadavia,$,15000,8m²,84m²,2,,AConvenir,,Frente,,,,Departamento,37años,Si
D Cullen 5200,"D Cullen 5200, 5° piso - Villa Urquiza",$,10500,3m²,30m²,Monoambiente,,NoIncluidas,,Contrafrente,,3,,Departamento,15años,
,- Belgrano,$,16000,8m²,45m²,1,,NoIncluidas,,Frente,,,,Departamento,5años,
M Zapata 200,M Zapata 200 - Belgrano,$,10000,,34m²,Monoambiente,,NoIncluidas,,Frente,,,,Departamento,5años,
Ayacucho 1400,Ayacucho 1400 - Recoleta,$,30000,120m²,120m²,2,,$10.000,,Frente,,,,Departamento,,
PERON TTE GRAL JUAN DOMINGO 900,PERON TTE GRAL JUAN DOMINGO 900 - Capital Federal,USD,1800,,,,,$14.000,,,,,2,,,
Av Santa Fe 2600,Av Santa Fe 2600 - Recoleta,$,29500,,130m²,3,,$6.239,2,Frente,,16,40años,Departamento,EntreMedianeras,
24 4600,24 4600 - Villa Lynch,$,80000,,1200m²,,,,,,,,,,,
J De Amenabar 3800,"J De Amenabar 3800, 4° piso - Nuñez",$,12000,3m²,35m²,Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,5años,
Dr F Muñiz 300,"Dr F Muñiz 300, 5° piso - Caballito",$,21000,,56m²,2,,NoIncluidas,,Contrafrente,,,1,Departamento,20años,Si
Av Cramer 2400,Av Cramer 2400 - Belgrano,$,14000,,40m²,1,,$1.500,,Contrafrente,,,,Ph,40años,
M Salotti 400,M Salotti 400 - Puerto Madero,USD,1750,5m²,118m²,2,,,,Frente,,,1,Departamento,5años,Si
M Salotti 400,M Salotti 400 - Puerto Madero,USD,2500,5m²,118m²,2,,,,Frente,,,1,Departamento,5años,Si
Lynch 400,"Lynch 400, ALT piso - Centro",USD,3000,,144m²,2,,,,Frente,,,1,Departamento,1años,
Juana Manso al 1100,Juana Manso al 1100 - Puerto Madero,USD,4000,,219m²,2,,$31.200,,,,,1,,9años,Si
Martha Salotti 500,"Martha Salotti 500, ALT piso - Puerto Madero",$,90000,,169m²,2,,,,Frente,,,2,Departamento,7años,Si
SALOTTI MARTHA 500,"SALOTTI MARTHA 500, ALT piso - Puerto Madero",USD,7500,7m²,310m²,4,,,,Frente,,,2,Departamento,8años,Si
M Salotti 400,M Salotti 400 - Puerto Madero,USD,2500,5m²,113m²,2,,,,Frente,,,1,Departamento,10años,Si
LAGOON PILAR,LAGOON PILAR - Lagoon Pilar,$,35000,20m²,183m²,4,,,,,,,1,Casa,,
Tucuman 500,Tucuman 500 - San Nicolás,$,6000,,,,,,,,,,,,,
Joaquin V. Gonzalez 2300,"Joaquin V. Gonzalez 2300, 1° piso - Barrio Santa Rita",$,7500,,35m²,1,,NoIncluidas,,Lateral,,,,Departamento,8años,
Luis Viale 1700,"Luis Viale 1700, 1° piso - Caballito",$,8500,3m²,27m²,Monoambiente,,$2.000,,Frente,,,,Departamento,,
Juana Manso 500,Juana Manso 500 - Puerto Madero,$,34000,,67m²,1,,,,Frente,,,1,,5años,
Av Luis María Campos 1200,"Av Luis María Campos 1200, 1° piso - Las Cañitas",$,21800,14m²,96m²,3,,NoIncluidas,,Frente,,,,Departamento,30años,
J De Amenabar 1100,J De Amenabar 1100 - Belgrano,$,13200,"5,69m²",34m²,,,,,Contrafrente,,,,,,
Paraguay 2400,"Paraguay 2400, 1° piso - Barrio Norte",$,15000,,45m²,1,,$2.000,,Lateral,,,,Departamento,40años,
Nicolas Rodriguez Peña 100,"Nicolas Rodriguez Peña 100, 7° piso - San Nicolás",$,8300,3m²,31m²,Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,40años,
J Otamendi 400,"J Otamendi 400, 2° piso - Caballito Norte",$,14000,4m²,45m²,1,,NoIncluidas,,Contrafrente,,,1,Departamento,,
Av Cabildo 1300,"Av Cabildo 1300, 1° piso - Colegiales",$,20500,,83m²,2,,NoIncluidas,,Lateral,,,,Departamento,50años,
Julian Alcarez 100,Julian Alcarez 100 - Villa Crespo,$,9900,,44m²,,,,,,,,,,40años,
Remedios Escalada de San Martin 1000,"Remedios Escalada de San Martin 1000, 10° piso - Villa Crespo",$,22500,,90m²,3,,NoIncluidas,,Contrafrente,,,1,Departamento,8años,
Domingo F Sarmiento 1500,Domingo F Sarmiento 1500 - Microcentro,$,8000,,26m²,Monoambiente,,NoIncluidas,,Frente,,,,Departamento,40años,
Ayacucho 1700,"Ayacucho 1700, Ayacucho piso - Recoleta",$,15000,,70m²,1,,$4.000,,Frente,,,,Departamento,,
J.E.URIBURU 700,J.E.URIBURU 700 - Barrio Norte,$,10500,,32m²,1,,NoIncluidas,,Frente,,,,Departamento,40años,
San Pedro 1000,San Pedro 1000 - Villa Lynch,$,45000,,427m²,,,,,,,,,,35años,
Ecuador 3000,Ecuador 3000 - San Andres,$,55000,32m²,654m²,,,,,,,,,,40años,
San Pedro 1100,San Pedro 1100 - Villa Lynch,$,35000,,400m²,,,,,,,,,,35años,
Avellaneda 3600,Avellaneda 3600 - General San Martin,$,38000,,450m²,,,,,,,,,,35años,
Guiraldes 2500,Guiraldes 2500 - Villa Maipu,$,65000,,680m²,,,,,,,,,,40años,
Tres de Febrero 2200,Tres de Febrero 2200 - Belgrano,$,10500,,,1,,,,,,,,Departamento,,
AV. AVELLANEDA 2000,"AV. AVELLANEDA 2000, PB piso - Flores Norte",+ $. de expensas'],2140,3m²,45m²,1,,NoIncluidas,,Interno,,,,Departamento,,
Ciudad De La Paz 1400,"Ciudad De La Paz 1400, 4° piso - Belgrano",$,48000,10m²,130m²,3,,$10.000,,Frente,,,1,Semipiso,40años,
Domingo F Sarmiento 400,Domingo F Sarmiento 400 - San Nicolás,$,5300,,,,,$2.540,,,,,,,,
Av Corrientes 3600,"Av Corrientes 3600, 10° piso - Almagro",$,12000,,35m²,1,,$1.800,,Lateral,,,,Departamento,55años,
Rawson 200,"Rawson 200, 1° piso - Refinerias",$,6300,,28m²,1,,,,,,,,Departamento,,
Avenida Del Libertador 5900,Avenida Del Libertador 5900 - Belgrano,$,20000,,,,,$4.500,,,,,1,,,
Rosario 100,"Rosario 100, 2° piso - Caballito",$,7000,,20m²,Monoambiente,,$1.400,9,Interno,,4,,Departamento,40años,
Suipacha 200 0,Suipacha 200 0 - Centro,$,35000,,,,,,,,,,2,,40años,
SUIPACHA 700,"SUIPACHA 700, 2° piso - San Nicolás",$,44400,,,,,,,,,,,,,
av. libertador 8000,av. libertador 8000 - Nuñez,USD,3000,,140m²,2,,$11.000,,Frente,,,1,Departamento,,
Belgrano 5000,Belgrano 5000 - Villa Ballester,$,7500,,40m²,1,,,,,,,,Departamento,,
LAVALLE 2700,"LAVALLE 2700, 2° piso - Villa Ballester",$,13000,55m²,65m²,2,,,,Frente,,,,Departamento,2años,
Av De Los Constituyentes 1000,Av De Los Constituyentes 1000 - General San Martin,$,650000,8000m²,5000m²,,,,,,,,,,50años,
Bulnes 600,Bulnes 600 - Almagro,$,10800,3m²,44m²,1,,$2.800,,Frente,,,,Departamento,35años,
Av. La Plata 0,Av. La Plata 0 - Parque Rivadavia,$,10000,6m²,38m²,1,,NoIncluidas,,Interno,,,,Departamento,50años,
Heredia al 1500,Heredia al 1500 - Villa Lynch,$,85000,,720m²,,,,,,,,,,,
Cnel De Marina Rosales 2700,Cnel De Marina Rosales 2700 - Olivos Vias/Maipu,$,30000,16m²,80m²,2,,$6.000,,,,,1,Departamento,12años,
AVDA. EVA PERON (125) Nº 6124 ESQUINA AVDA. MARQUEZ 6100,AVDA. EVA PERON (125) Nº 6124 ESQUINA AVDA. MARQUEZ 6100 - Loma Hermosa,$,110000,,840m²,,,,,,,,,,,
VENEZUELA 1100,"VENEZUELA 1100, 6° piso - Congreso",$,11000,,35m²,1,,NoIncluidas,8,Lateral,,6,,Departamento,10años,
J. A. Roca 1900,J. A. Roca 1900 - Villa Maipu,$,38000,,660m²,,,,,,,,,,50años,
Guemes 700,Guemes 700 - General San Martin,$,80000,,1200m²,,,,,,,,,,50años,
Pje-68 San Jose 1500,Pje-68 San Jose 1500 - San Andres,$,220000,,2540m²,,,,,,,,,,45años,
Belgrano 5000,Belgrano 5000 - General San Martin,$,270000,,3400m²,,,,,,,,,,45años,
60- González 5700,60- González 5700 - General San Martin,$,32000,,700m²,,,,,,,,,,35años,
Espora 4200,Espora 4200 - Villa Lynch,$,60000,,580m²,,,,,,,,,,40años,
60- A. Gonzalez 5800,60- A. Gonzalez 5800 - General San Martin,$,59000,,870m²,,,,,,,,,,40años,
Cuenca 700,Cuenca 700 - Villa Lynch,$,75000,,650m²,,,,,,,,,,45años,
Pilar 1400,Pilar 1400 - Villa Lynch,$,60000,,805m²,,,,,,,,,,45años,
Avda. Illia 2400,Avda. Illia 2400 - Villa Maipu,$,60000,,418m²,,,,,,,,,,30años,
Av. San Martín 1200,Av. San Martín 1200 - General San Martin,$,25000,,300m²,,,,,,,,,,25años,
Tucumán 1,Tucumán 1 - Microcentro,USD,28860,,,,,,,,,,11,,22años,
Bernardo de Irigoyen al 200,Bernardo de Irigoyen al 200 - Microcentro,USD,50000,,,,,,,,,,15,,,
Pedro Moran 2900,Pedro Moran 2900 - Villa Devoto,$,38000,30m²,158m²,3,,,,,,,1,Casa,35años,
Manuel Hidalgo 300,"Manuel Hidalgo 300, 3° piso - Caballito",$,12000,,50m²,1,,,,Frente,,,,Departamento,12años,
Parque Industrial POLO BUEN AYRE 100,Parque Industrial POLO BUEN AYRE 100 - General San Martin,'],,,350m²,,,,,,,,,,,
Castro 6000,Castro 6000 - Barrio Naón,$,69000,,590m²,,,,,,,,,,30años,
Parque Industrial POLO BUEN AYRE 100,Parque Industrial POLO BUEN AYRE 100 - General San Martin,'],,,1860m²,,,,,,,,,,,
lituania 5000,"lituania 5000, 7° piso - Urquiza R",$,14500,,,,,,,,,,,,,
Talcahuano 700,"Talcahuano 700, 8° piso - Barrio Norte",$,31500,,,,,,,Frente,,,,Piso,,
J Beauchef 300,"J Beauchef 300, 2° piso - Parque Rivadavia",$,13000,3m²,58m²,2,,$3.000,,Contrafrente,,,,Departamento,35años,
3100,"3100, 8° piso - Villa del Parque",SIMUL\xc TU CR\xcDITO'],19,,,,,,,,,,,Departamento,,
Virrey J Del Pino 2400,"Virrey J Del Pino 2400, 2° piso - Belgrano",$,19000,12m²,60m²,2,,NoIncluidas,,Contrafrente,,,,Semipiso,40años,
Parque Industrial POLO BUEN AYRE 100,Parque Industrial POLO BUEN AYRE 100 - General San Martin,USD,12400,,1554m²,,,,,,,,,,,
Av. Eva Perón 3500,Av. Eva Perón 3500 - Billinghurst,$,134000,469m²,1400m²,,,,,,,,,,,
matias sturiza al 400,matias sturiza al 400 - Olivos Vias/Rio,$,22000,4m²,49m²,1,,,,Frente,,,1,,,Si
Dr J Valentin Gomez 2900,"Dr J Valentin Gomez 2900, 6° piso - Balvanera",$,15000,,56m²,2,,$2.700,,Contrafrente,,,,Departamento,,
Av. Libertador 2400,"Av. Libertador 2400, 9° piso - Olivos",$,30000,,85m²,2,,$7.500,,Frente,,,1,Duplex,,Si
DON BOSCO BIS 300,DON BOSCO BIS 300 - Rosario,$,14500,,150m²,2,,,,,,,1,Casa,,
Wilde 441 100,Wilde 441 100 - Fisherton,$,35000,,440m²,5,,,,,,,3,Casa,10años,
Corrientes 300,Corrientes 300 - Olivos,$,34000,,135m²,2,,,,,,,,Departamento,,
Av Pte M T De Alvear 3300,Av Pte M T De Alvear 3300 - Caseros,$,65000,,750m²,,,,,,,,,,20años,
PRINGLES Y SARMIENTO 0,PRINGLES Y SARMIENTO 0 - Almagro,$,8800,,,Monoambiente,,,,,,,,,,
Italia 1100,"Italia 1100, 2 y 3 piso - San Antonio De Padua",$,8900,,50m²,1,,NoIncluidas,,Frente,,,,Departamento,,
Av De Mayo 700,Av De Mayo 700 - Ramos Mejia Sur,'],,,720m²,,,,,,,,,,,
Laprida 2800,"Laprida 2800, 1° piso - San Isidro",$,19000,,,,,,,,,,,,20años,
Av. Díaz Vélez al 3800,Av. Díaz Vélez al 3800 - Almagro,$,20000,8m²,60m²,2,,$3.000,,Frente,,,1,,35años,
Dr A Alsina 1400,"Dr A Alsina 1400, 2° piso - Congreso",$,6000,,,,,$2.760,,,,,,,35años,
Acassuso 5900,Acassuso 5900 - Carapachay,$,19500,,80m²,2,,,,,,,1,Duplex,,
DIRECTORIO 1500,DIRECTORIO 1500 - Caballito,$,45000,,139m²,,,,,,,,,,3años,
Av. Maipu al 2200 entre Villate y Marconi,Av. Maipu al 2200 entre Villate y Marconi - Olivos Maipu/Uzal,$,52000,,,,,,,,,,3,,50años,
Marcelo T. de Alvear 600,Marcelo T. de Alvear 600 - Retiro,$,390000,,,,,$25.000,,,,,,,,
Gdor D Crespo 2500,Gdor D Crespo 2500 - Rosario,$,8500,,,2,,,,,,,,Casa,40años,
Ayacucho 1200,Ayacucho 1200 - Martin,$,10500,5m²,70m²,2,,,,,,,,Casa,,
Acuna De Figueroa 1200,"Acuna De Figueroa 1200, 6° piso - Palermo Chico",$,14000,,44m²,1,,$4.100,,Contrafrente,,,1,Departamento,35años,
Osvaldo Benedetti 0,"Osvaldo Benedetti 0, 2° piso - Floresta",$,10000,,45m²,,,$1.400,,Contrafrente,,,,Departamento,30años,
Alberti 1200,Alberti 1200 - Zona Guemes,$,65000,,190m²,,,,,,,,,,,
Gral. Manuel Belgrano 400,Gral. Manuel Belgrano 400 - Moron,$,7500,,,1,,$1.900,,Frente,,,,Departamento,5años,
SUCRE 1300,SUCRE 1300 - San Isidro,$,53000,,220m²,3,,,,,,,2,,,
Vieytes 0,Vieytes 0 - Alto Alberdi,$,6500,,,1,,,,,,,,,,
LAVALLE 2700,"LAVALLE 2700, 6° piso - Villa Ballester",$,18000,55m²,65m²,2,,,,Frente,,,1,Departamento,2años,
Las Heras al 2900,Las Heras al 2900 - Barrio Norte,$,11800,,43m²,1,,$2.200,,Lateral,,,,,40años,
Thames 600,Thames 600 - Villa Crespo,$,8000,2m²,20m²,1,,NoIncluidas,,Frente,,,,Departamento,5años,
Virrey J Del Pino 2800,"Virrey J Del Pino 2800, 2° piso - Belgrano",$,12000,3m²,34m²,1,,NoIncluidas,,Contrafrente,,,,Departamento,10años,
Bdier Gral J Zapiola 2000,"Bdier Gral J Zapiola 2000, 5° piso - Belgrano R",$,12500,3m²,32m²,1,,NoIncluidas,,Frente,,,,Departamento,30años,
M Leguizamon 3700,"M Leguizamon 3700, 1° piso - Villa Lugano",$,13000,,,2,,NoPaga,,Frente,,,,,20años,
Cnel Pagola 1000,Cnel Pagola 1000 - Lomas Del Mirador,$,33000,,300m²,,,,,,,,,,3años,
Av Fondo De La Legua 2400,"Av Fondo De La Legua 2400, 2° piso - Martinez Fleming / Panamericana",$,12000,2m²,55m²,2,,$2.900,,Contrafrente,,,1,Departamento,,
Claudio M Cuenca 2700,Claudio M Cuenca 2700 - Villa del Parque,$,48000,,18m²,,,,,,,,,,,
E Acevedo 0,"E Acevedo 0, 3° piso - Parque Rivadavia",$,15000,,,2,,NoIncluidas,,Lateral,,,,Departamento,80años,
J Hernandez 2300,"J Hernandez 2300, 6° piso - Belgrano",$,12000,"2,5m²",31m²,Monoambiente,,NoIncluidas,,Frente,,,,Departamento,30años,
Cochabamba 400,Cochabamba 400 - San Telmo,$,14000,,65m²,1,,NoIncluidas,,Lateral,,,,Loft,,
CIUDAD DE LA PAZ 2300,"CIUDAD DE LA PAZ 2300, PB piso - Belgrano C",$,17900,,87m²,,,,,,,,,,30años,
Av. Maipu 2012 2000,"Av. Maipu 2012 2000, 4° piso - Olivos Quinta Presidencial",$,11000,7m²,45m²,1,,AConvenir,,Frente,,,,Semipiso,30años,
Terrero 900,Terrero 900 - Caballito Norte,$,69000,100m²,350m²,3,,,,,,,2,Casa,15años,Si
Av Curapaligue 400,"Av Curapaligue 400, 16° piso - Caballito",$,10000,,,1,,,,Lateral,,,,Departamento,40años,
Bulnes 700,"Bulnes 700, 4° piso - Almagro",+ $. de expensas'],1100,,20m²,Monoambiente,,AConvenir,,Interno,,,,Departamento,,
Gral San Martin 500,"Gral San Martin 500, 8° piso - Moron Sur",$,7000,,36m²,Monoambiente,,,,Lateral,,,,Departamento,,
ANGEL GALLARDO 200,"ANGEL GALLARDO 200, 7° piso - Parque Centenario",$,23000,10m²,140m²,3,,NoIncluidas,,Frente,,,1,Departamento,30años,
av caseros 3200,"av caseros 3200, 8° piso - Parque Patricios",$,11000,4m²,54m²,2,,$4.500,,Contrafrente,,,,Departamento,50años,
