titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
"Sarmiento 312, 8º B","Sarmiento 312, 8º B - San Nicolás",$,19500,,,,,$6.000,,,,,,,50años,
Vidt 1800,"Vidt 1800, 2° piso - Barrio Norte",$,16000,5m²,"52,5m²",2,,$3.500,,Frente,,,,Departamento,39años,
Santa Fe 1100,"Santa Fe 1100, 2° piso - Barrio Norte",$,14000,12m²,55m²,1,,$2.000,,,,,,Departamento,,
Dr J Jose Paso 0,"Dr J Jose Paso 0, 6° piso - Martinez",$,20000,,100m²,3,,,,,,,,Semipiso,,
Av Belgrano 300,Av Belgrano 300 - Balvanera,$,30000,,,,,$17.000,,,,,,,,
Bartolomé Mitre 300,Bartolomé Mitre 300 - Microcentro,USD,69000,,,,,,,,,,10,,40años,
Tucuman 3400,Tucuman 3400 - Almagro,$,35000,50m²,120m²,3,,,,,,,,Ph,,
Yerbal 2700,"Yerbal 2700, PB piso - Flores Sur",$,39000,,140m²,,,$4.300,,,,,,,18años,
Charcas 2800,"Charcas 2800, PB piso - Barrio Norte",$,22000,22m²,75m²,2,,NoIncluidas,,Contrafrente,,,,Departamento,70años,
Costa Rica 3900,Costa Rica 3900 - Palermo,$,56000,30m²,250m²,4,,,,,,,1,Casa,28años,
NICETO VEGA 5800,"NICETO VEGA 5800, 2° piso - Palermo",$,15000,4m²,38m²,1,,$2.000,2.50X2.50,Frente,,INTEGRADA,,Duplex,,
COCHABAMBA 1500,"COCHABAMBA 1500, 02° piso - Abasto",$,13000,55m²,55m²,1,,$1.800,,Frente,,,,Semipiso,,
Tucuman 1400,"Tucuman 1400, 14° piso - Tribunales",$,11000,,,2,,,,,,,,Departamento,,
Talcahuano 1200,"Talcahuano 1200, PA piso - Recoleta",USD,1000,70m²,70m²,2,,,,Lateral,,,,Departamento,50años,
"km 49,5, Lateral Ruta Colectora Panamericana, Buenos Aires","km 49,5, Lateral Ruta Colectora Panamericana, Buenos Aires - Pilar",$,10000,,38m²,,,,,,,,,Departamento,,
CIUDAD DE LA PAZ 1600,CIUDAD DE LA PAZ 1600 - Belgrano,$,13000,4m²,50m²,1,,$8.000,,Frente,,,1,Departamento,27años,
Av San Martin 3200,"Av San Martin 3200, 8° piso - Agronomia",$,9500,5m²,33m²,Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,5años,Si
Gral Juan M De Pueyrredon 1200,Gral Juan M De Pueyrredon 1200 - Martinez Libertador / Rio,USD,4500,,490m²,4,,,,,,,2,Casa,15años,
Bdier Gral J Zapiola 1900,"Bdier Gral J Zapiola 1900, 3° piso - Belgrano R",$,14000,4m²,42m²,1,,NoIncluidas,,Contrafrente,,,,Departamento,37años,
calle 9 1000 1000,calle 9 1000 1000 - Parque Industrial Pilar,$,450000,10000m²,5000m²,,,,,,,,,,10años,
EL HORNERO 1000,EL HORNERO 1000 - Pilar,$,25000,,135m²,3,,,,,,,3,Casa,5años,
EL HORNERO 1000,EL HORNERO 1000 - El Hornero,$,25000,,135m²,3,,,,,,,3,Casa,5años,
CONDO ALTO DEL MOLINO - J. VERDI Y CHILE 0,CONDO ALTO DEL MOLINO - J. VERDI Y CHILE 0 - Pilar,$,14500,10m²,80m²,2,,$4.700,,,,,1,Departamento,9años,Si
CONDO ALTO DEL MOLINO - JOSE VERDI Y CHILE - PANAM KM 47 0,CONDO ALTO DEL MOLINO - JOSE VERDI Y CHILE - PANAM KM 47 0 - Alto del Molino,$,14500,10m²,80m²,2,,$4.700,,,,,1,Departamento,9años,Si
Fitz Roy 1400,Fitz Roy 1400 - Palermo Hollywood,$,21000,,,,,$7.700,,,,,,,7años,
PEÑA 3100,PEÑA 3100 - Barrio Norte,$,13000,,20m²,,,,,,,,,,38años,
AV CABILDO 1100,AV CABILDO 1100 - Belgrano,$,60000,,85m²,,,$5.000,,,,,,,,
Tucuman 3400,Tucuman 3400 - Barrio Norte,$,35000,,90m²,,,,,,,,,,,
Alvear e Italia,Alvear e Italia - Villa Ballester,'],,,,,,,,,,,,,,
Lobos 0,Lobos 0 - Wilde,$,7500,,,1,,,,,,,,Departamento,,
España al 1200,España al 1200 - San Isidro,$,68000,350m²,310m²,4,,,,,,,2,,30años,Si
Del Besugo 1100,Del Besugo 1100 - Pinamar,$,25000,"7,5m²",60m²,2,,,,Frente,,,,Departamento,25años,
Petrona Eyle 400,"Petrona Eyle 400, 7° piso - Puerto Madero",USD,2500,65m²,65m²,1,,Incluidas,,Frente,,,1,Departamento,15años,Si
Av. Cabildo y Blanco Encalada,Av. Cabildo y Blanco Encalada - Belgrano C,$,160000,,,,,,,,,,,,20años,
Guayaquil 500,"Guayaquil 500, 3° piso - Caballito",$,13000,,71m²,2,,$5.500,,Frente,,,,Departamento,40años,
VIAMONTE 700,VIAMONTE 700 - San Nicolás,$,38000,,150m²,,,$700,,,,,,,,
Esteban A Gascon 1700,"Esteban A Gascon 1700, 4° piso - Palermo",$,16000,,63m²,2,,$5.040,,Contrafrente,,,,Departamento,30años,
Salta 100,"Salta 100, PB piso - Cordoba",$,4000,,18m²,Monoambiente,,,,,,,,,25años,
Avenida Elcano 3200,Avenida Elcano 3200 - Belgrano R,'],,,100m²,,,,,,,,,,40años,
Magariños Cervantes 1300,Magariños Cervantes 1300 - Paternal,$,11900,,40m²,,,,,,,,,,,
Av Scalabrini Ortiz y Honduras 1500,Av Scalabrini Ortiz y Honduras 1500 - Palermo,$,39000,,36m²,,,,,,,,,,,
Larrea 800,Larrea 800 - Recoleta,$,12000,,,,,,,,,,,,,
Av Santa Fe 2700,"Av Santa Fe 2700, PB piso - Palermo",$,59000,,30m²,,,$1.100,,,,,,,30años,
Av Dr Velez Sarsfield 4600,Av Dr Velez Sarsfield 4600 - Munro-Oeste,$,50000,,80m²,,,,,,,,,,,
Moliere 2300,"Moliere 2300, 1° piso - Villa Real",$,16000,3m²,59m²,2,,,,,,,,,2años,
Avda. Forest 1400,"Avda. Forest 1400, 7° piso - Belgrano R",$,13000,13m²,40m²,1,,NoIncluidas,,Frente,,,,Departamento,50años,
Pres Manuel Quintana 300,Pres Manuel Quintana 300 - Lanus Oeste,$,8500,,,1,,$1.600,,,,,,Departamento,10años,
Rep De Honduras 4500,Rep De Honduras 4500 - Palermo,$,10000,,24m²,,,$230,,,,,,,20años,
Av J De Garay 4100,Av J De Garay 4100 - Boedo,$,40000,,170m²,,,,,,,,,,,
Av Rivadavia al 4700,Av Rivadavia al 4700 - Caballito,$,19000,3m²,71m²,2,,,,,,,,,20años,
San Martìn 1900,"San Martìn 1900, 3° piso - General San Martin",$,4000,,,,,,,,,,,,,
calle 9 5000,calle 9 5000 - Kilometro 61,$,550000,10000m²,5000m²,,,,,,,,,,,
república argentina 5000,república argentina 5000 - Área de Promoción El Triángulo,$,240000,,1450m²,,,,,,,,,,,
Reconquista 500,"Reconquista 500, 2° piso - Microcentro",$,15000,,,,,,,,,,,,25años,
Santo Tomé 3000,"Santo Tomé 3000, 6° piso - Villa del Parque",$,18000,7m²,57m²,2,,$3.800,,Contrafrente,,,1,Departamento,35años,
Bartolome Cruz 1900,"Bartolome Cruz 1900, 1° piso - Olivos Quinta Presidencial",$,32000,,,,,$6.700,,,,,2,,,
Av Fondo De La Legua 2400,"Av Fondo De La Legua 2400, 6° piso - Martinez",$,10000,,52m²,1,,$3.500,,,,,,Departamento,,
Charcas 3100,"Charcas 3100, 9° piso - Barrio Norte",$,11000,,28m²,Monoambiente,,,EntreMedianeras,Contrafrente,,Excelente,,Departamento,,
HIPOLITO YRIGOYEN 1300,"HIPOLITO YRIGOYEN 1300, 2° piso - Congreso",$,9500,,24m²,Monoambiente,,$2.000,,Contrafrente,,,,Departamento,,
España al 713,España al 713 - Centro,$,11000,,70m²,2,,$1.800,,Frente,,,,,30años,
Arenales 1200,"Arenales 1200, 8° piso - Recoleta",$,18000,6m²,66m²,2,,$6.920,,Frente,,,,Departamento,45años,
Aristobulo Del Valle 1500,"Aristobulo Del Valle 1500, 8° piso - Barracas",$,10000,18m²,25m²,1,,Incluidas,,,,,,Departamento,,
Av B Rivadavia 6300,"Av B Rivadavia 6300, 11° piso - Flores",$,9000,,38m²,1,,$1.500,13,,,6,,Departamento,25años,
J Ramirez De Velasco 700,"J Ramirez De Velasco 700, 5° piso - Villa Crespo",$,11000,4m²,32m²,1,,,,Contrafrente,,,,Departamento,25años,
F Doblas 400,"F Doblas 400, 4° piso - Caballito",$,10500,37m²,37m²,1,,NoIncluidas,,Lateral,,,,Departamento,35años,
rafaela 4300 4300,"rafaela 4300 4300, 3° piso - Floresta Sur",$,7700,4m²,37m²,Monoambiente,,NoIncluidas,,,,,,Departamento,,
Av de los Lagos 6000,Av de los Lagos 6000 - Nordelta Los Castores,USD,6300,30m²,450m²,4,,,,,,,2,,,Si
27 De Abril 2000,"27 De Abril 2000, 1° piso - Alto Alberdi",$,5800,,38m²,1,,NoIncluidas,,Frente,,,,Departamento,6años,
Jose P Tamborini 5600,"Jose P Tamborini 5600, PB piso - Villa Urquiza",$,17000,13m²,40m²,1,,$1.000,,Frente,,,,Ph,5años,
Bahia Blanca 3200,Bahia Blanca 3200 - Villa Devoto,$,22000,80m²,75m²,2,,,,Frente,,,,,40años,
Av Corrientes 5000,Av Corrientes 5000 - Villa Crespo,$,11000,2m²,38m²,Monoambiente,,$2.160,,Contrafrente,,,,Departamento,3años,
Paraguay 3500,Paraguay 3500 - Palermo,$,22000,,62m²,,,$4.300,,,,,,,,
Guatemala 5600,"Guatemala 5600, 9° piso - Palermo Hollywood",$,12500,,,,,,,,,,,,10años,Si
Intendente Campos 1900,Intendente Campos 1900 - Centro,$,85000,,280m²,,,,,,,,,,,
Av H Yrigoyen 300,"Av H Yrigoyen 300, 8° piso - Nueva Cordoba",$,30000,,,3,,,,Frente,,,2,Piso,,
Av Dr N Avellaneda 1100,"Av Dr N Avellaneda 1100, 4° piso - Caballito",$,7900,,33m²,,,AConvenir,,Contrafrente,,,,Departamento,25años,
ESTRADA 1000,ESTRADA 1000 - Centro,$,75000,,,,,,,,,,,,,
Francia 1500,"Francia 1500, 4° piso - Echesortu",$,7300,,40m²,1,,,,Frente,,,,Departamento,4años,
E Zeballos 2500,"E Zeballos 2500, 04° piso - Centro",$,6000,30m²,30m²,Monoambiente,,$1.100,,Frente,,,,Departamento,3años,
CERRITO 200 200,"CERRITO 200 200, 2° piso - Microcentro",$,14500,,,,,,,,,,,,35años,
Pasaje Soria 5100,Pasaje Soria 5100 - Palermo Soho,USD,2500,230m²,177m²,3,,,,,,,,Casa,38años,
Santa Juana 6300,Santa Juana 6300 - Countries y Barrios Cerrados Esteban Echeverria,$,27000,30m²,150m²,3,,,,,,,,Casa,3años,
Ituzaingo 100,Ituzaingo 100 - San Isidro Vias / Libertador,$,19000,,,,,,,,,,,,50años,
Av Belgrano 3200,Av Belgrano 3200 - Balvanera,$,8000,6m²,36m²,1,,$2.700,,Frente,,,,Departamento,,
Av Belgrano 3200,Av Belgrano 3200 - Almagro,$,8000,6m²,36m²,1,,$2.700,,Frente,,,,Departamento,,
country carmel,country carmel - Carmel Country Club,$,44000,,320m²,3,,,,,,,2,,12años,Si
Savio 200,Savio 200 - Belgrano,$,25000,11m²,94m²,2,,$5.800,,Frente,,,,Semipiso,40años,
avenida san martin 1700,"avenida san martin 1700, 2° piso - Florida Mitre/Este",$,8700,,32m²,,,NoIncluidas,,Contrafrente,,,,Departamento,15años,
Costa Rica 3900,Costa Rica 3900 - Palermo,$,9500,30m²,30m²,Monoambiente,,$1.600,,,,,,Departamento,30años,
Dr F Muñiz 300,"Dr F Muñiz 300, 12° piso - Caballito",$,23000,4m²,77m²,3,,$6.500,,Frente,,,1,Departamento,20años,Si
Bme. Mitre 1100,Bme. Mitre 1100 - Centro,$,14000,,70m²,2,,NoIncluidas,,Contrafrente,,,,Departamento,,
Av Lope De Vega 3200,Av Lope De Vega 3200 - Villa Devoto,$,25000,,15m²,,,,,,,,,,,
Santa Catalina 3200,Santa Catalina 3200 - Terrazas del Sol,$,22000,,80m²,2,,NoIncluidas,,,,,1,Departamento,10años,
J Newbery 2500,J Newbery 2500 - Colegiales,$,17000,10m²,80m²,2,,$4.500,,,,,,Departamento,,
J Newbery 2500,J Newbery 2500 - Belgrano,$,17000,10m²,80m²,2,,$4.500,,,,,,Departamento,,
Av San Pedrito 100,"Av San Pedrito 100, 1° piso - Flores",$,10000,1m²,35m²,1,,NoIncluidas,,Lateral,,,,Departamento,35años,
Av Real 9100,Av Real 9100 - Fisherton,USD,1500,,300m²,4,,,,,,,2,Casa,5años,
Cnel R L Falcon 4600,Cnel R L Falcon 4600 - Villa Luro,$,9000,,40m²,Monoambiente,,$2.500,,,,,1,Departamento,,
Cacique Coliqueo 1000,Cacique Coliqueo 1000 - El Palomar,$,13000,6m²,50m²,1,,$5.000,3,,,4,1,Departamento,,Si
Laprida 2000,"Laprida 2000, 3° piso - Republica De La Sexta",$,9000,,48m²,1,,,,Frente,,,,Departamento,7años,
Juana de Arco 6700,Juana de Arco 6700 - Santa Ines,$,35000,20m²,190m²,5,,,,,,,,Casa,,
Av Gral Luis Maria Campos 300,Av Gral Luis Maria Campos 300 - Las Cañitas,$,13900,3m²,40m²,Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,,
Av F Lacroze 2200,"Av F Lacroze 2200, 4° piso - Belgrano",$,19500,,80m²,2,,$6.500,,Contrafrente,,,,Departamento,,
Av Gdor M Ugarte 1600,"Av Gdor M Ugarte 1600, 2° piso - Olivos",$,14000,38m²,38m²,1,,$800,,Interno,,,,Departamento,24años,
Uruguay 1200,Uruguay 1200 - Recoleta,USD,3200,70m²,200m²,3,,,,Frente,,,1,Departamento,15años,
Dolores 100,"Dolores 100, 6° piso - Flores",$,9000,,35m²,1,,$2.000,,Lateral,,,,Departamento,40años,
ESMERALDA 800,"ESMERALDA 800, 4° piso - Retiro",$,9000,,,,,,,,,,,,40años,
Av Cordoba 5100,"Av Cordoba 5100, PB piso - Palermo",$,56000,,230m²,,,$9.000,,,,,,,,
TUCUMAN 300,TUCUMAN 300 - San Nicolás,$,40000,,,,,,,,,,,,,
Alf H Bouchard 4700,Alf H Bouchard 4700 - Munro,$,90000,,600m²,,,,,,,,,,50años,
BALDOMERO FERNANDEZ MORENO 1200,"BALDOMERO FERNANDEZ MORENO 1200, 12° piso - Parque Chacabuco",$,10000,,42m²,1,,$2.000,,Lateral,,,,Departamento,40años,
Jose A Cabrera 3400,"Jose A Cabrera 3400, 5° piso - Barrio Norte",$,14000,5m²,63m²,1,,NoIncluidas,,Frente,,,1,Departamento,10años,
Guemes 3300,Guemes 3300 - Palermo,$,38000,7m²,55m²,1,,$6.500,,Lateral,,,1,,6años,
Tapalque 7300,"Tapalque 7300, 5° piso - Mataderos",$,9500,3m²,38m²,1,,NoIncluidas,,,,,,Departamento,,
Laprida 900,"Laprida 900, 01° piso - Centro",$,13000,,70m²,2,,$1.200,MuyBueno,,,,,Departamento,30años,
J Newbery 2500,J Newbery 2500 - Palermo,$,17000,10m²,80m²,2,,$4.500,,,,,,Departamento,,
Av Gaona 4400,"Av Gaona 4400, 2° piso - Floresta Norte",$,12000,,40m²,1,,NoIncluidas,,Frente,,,,Departamento,30años,
DON BOSCO 1400,DON BOSCO 1400 - Countries y Barrios Cerrados San Isidro,USD,1000,5m²,95m²,2,,$9.500,4,Frente,,3,1,Departamento,5años,
Helguera 1800,"Helguera 1800, 6° piso - Barrio Santa Rita",$,14000,10m²,54m²,1,,$2.700,,Frente,,,1,Departamento,6años,
Mendoza 2800,"Mendoza 2800, 4° piso - Centro",$,8500,3m²,55m²,1,,,,Frente,,,,Departamento,5años,
9 De Julio 500,"9 De Julio 500, PB piso - San Isidro Centro",$,7500,,,,,$1.200,,,,,,,45años,
Patagones 400,Patagones 400 - Wilde,$,12000,,,,,,,,,,,,,
Patagones 400,Patagones 400 - Villa Dominico,$,9000,,,,,,,,,,,,,
"SAN MARTIN, AV. 4000","SAN MARTIN, AV. 4000 - Florida Belgrano/Oeste",$,18500,,,3,,,1,Contrafrente,,,,Departamento,,
Calderon De La Barca 1700,"Calderon De La Barca 1700, 1° piso - Monte Castro",$,30000,25m²,100m²,3,,NoIncluidas,,,,,1,,10años,
Av. Rivadavia 1500,"Av. Rivadavia 1500, 10° piso - Congreso",$,17000,,77m²,2,,NoIncluidas,EntreMedianeras,Frente,,MuyBueno,,Departamento,60años,
Holmberg 1600,"Holmberg 1600, 4° piso - Belgrano R",$,16500,2m²,54m²,1,,NoIncluidas,,Contrafrente,,,1,Departamento,15años,Si
TUCUMAN 3400,TUCUMAN 3400 - Almagro,$,35000,60m²,90m²,3,,,,,,,,,,
TUCUMAN 3400,TUCUMAN 3400 - Palermo,$,35000,60m²,90m²,3,,,,,,,,,,
Av Cnel M Dorrego 2600,"Av Cnel M Dorrego 2600, 6° piso - Palermo",USD,18000,53m²,53m²,1,,$3.500,,Frente,,,,Departamento,35años,
Juramento 5300,"Juramento 5300, 3° piso - Urquiza R",$,18000,57m²,51m²,1,,,,Frente,,,1,Departamento,,
Lagos 400,"Lagos 400, 00° piso - Pichincha",$,8800,,58m²,2,,$1.100,,Interno,,,,Departamento,14años,
Liniers 1600,"Liniers 1600, 11° piso - Centro",$,9500,,51m²,1,,,,,,,,Departamento,,
AMENABAR 1200,AMENABAR 1200 - Belgrano,$,25000,,94m²,3,,$5.200,,Frente,,,,Departamento,25años,
Av Gdor M Ugarte 3000,Av Gdor M Ugarte 3000 - Olivos Roche,$,12000,,28m²,,,,,,,,,,,
Jorge Newbery 1800,"Jorge Newbery 1800, 6° piso - Las Cañitas",$,22000,,73m²,2,,$7.000,,Frente,,,1,Departamento,,
Manuel R Trelles 2100,"Manuel R Trelles 2100, 2° piso - Paternal",$,9700,2m²,45m²,1,,$2.200,,Contrafrente,,,,Departamento,15años,
Casa del Sol,Casa del Sol - Nordelta Portezuelo,$,39000,,137m²,3,,,,,,,1,Casa,10años,
Los Lagos,Los Lagos - Nordelta Los Lagos,USD,3500,,300m²,3,,,,,,,1,,3años,Si
El Golf,El Golf - Otros barrios de Nordelta,USD,4200,,444m²,4,,,,,,,2,,1años,Si
Los Castores,Los Castores - Nordelta Los Castores,$,155000,,450m²,3,,,,,,,,,6años,Si
Paraguay 3700,"Paraguay 3700, 3° piso - Palermo",$,13000,5m²,40m²,1,,NoIncluidas,,Frente,,,,Departamento,35años,
Humboldt 2400,Humboldt 2400 - Palermo,$,9500,3m²,23m²,Monoambiente,,$1.900,,,,,,Departamento,,
J De Amenabar 2600,"J De Amenabar 2600, 6° piso - Belgrano",$,22000,8m²,88m²,2,,NoIncluidas,,Frente,,,,Semipiso,50años,
Av Santa Fe 3800,"Av Santa Fe 3800, 9° piso - Botanico",$,30000,5m²,95m²,3,,NoIncluidas,,Frente,,,1,Departamento,50años,
Colpayo 600,"Colpayo 600, 6° piso - Caballito Norte",$,12000,3m²,45m²,1,,$2.800,,Frente,,,,Departamento,10años,
AV.DIRECTORIO 1200,"AV.DIRECTORIO 1200, 3° piso - Caballito",$,15000,,65m²,,,$2.600,,,,,,Departamento,35años,
Dolores 100,"Dolores 100, 4° piso - Floresta",$,9000,46m²,37m²,1,,$2.800,,Contrafrente,,,,Departamento,,
AVENIDA BELGRANO 200,"AVENIDA BELGRANO 200, 3° piso - Centro",$,65000,,,,,$12.500,,,,,,,15años,
AV. INDEPENDENCIA 1600,"AV. INDEPENDENCIA 1600, 9° piso - Balvanera",$,13000,42m²,42m²,1,,$4.800,,Contrafrente,,,,Departamento,10años,Si
Caracas 4300,Caracas 4300 - Villa Pueyrredon,$,30000,,163m²,3,,,,,,,2,Casa,45años,
Campana 2600,"Campana 2600, 6° piso - Villa del Parque",$,18000,3m²,62m²,2,,NoIncluidas,,Frente,,,,Departamento,45años,
Pacifico Rodriguez 4900,"Pacifico Rodriguez 4900, 3° piso - Villa Ballester",SIMUL\xc TU CR\xcDITO'],19,,,1,,,,Lateral,,,,Departamento,,
3 De Febrero 900,"3 De Febrero 900, 7° piso - Belgrano",$,15000,7m²,36m²,1,,,,Frente,,,,Departamento,,
Tucuman 1500,Tucuman 1500 - Tribunales,$,9000,,,,,,,,,,,,40años,
AV. CORONEL DIAZ 2000,"AV. CORONEL DIAZ 2000, 11° piso - Barrio Norte",$,25000,,"106,65m²",3,,$9.034,,Contrafrente,,,1,Departamento,37años,
MAIPU 600,MAIPU 600 - Centro,$,12000,,,,,,,,,,,,30años,
Av Santa Fe 1200,Av Santa Fe 1200 - Martinez,$,30000,,90m²,,,,,,,,,,35años,
Av Gral Indalecio Chenaut 1700,"Av Gral Indalecio Chenaut 1700, 7° piso - Las Cañitas",$,22000,5m²,75m²,2,,$5.900,,Frente,,,,Departamento,15años,
Jorge Newbery 1800,Jorge Newbery 1800 - Las Cañitas,$,21000,5m²,73m²,2,,$5.000,3,,,50años,,Departamento,EntreMedianeras,
Juncal al 800,Juncal al 800 - Microcentro,$,95000,,,,,,,,,,,,,
Juncal al 800,Juncal al 800 - Centro,$,42500,,,,,,,,,,,,,
Balcarce (B) 300,"Balcarce (B) 300, 1° piso - Centro",$,9500,,70m²,2,,NoIncluidas,,Contrafrente,,,,Departamento,,
Esmeralda al 600,Esmeralda al 600 - Microcentro,$,40000,,,,,$21.200,,,,,,,,
Sarmiento al 700,Sarmiento al 700 - Microcentro,$,53000,,,,,,,,,,2,,,
Florida al 800,Florida al 800 - Microcentro,$,55000,,,,,$9.600,,,,,,,,
Iriondo 1300,Iriondo 1300 - Echesortu,$,6500,,50m²,1,,$1.300,,Frente,,,,Departamento,5años,
Italia 900,Italia 900 - Centro,$,6200,,40m²,1,,,,,,,,Departamento,,
Sanabria 3000,"Sanabria 3000, 4° piso - Villa Devoto",$,23000,,90m²,2,,NoIncluidas,,Frente,,,1,Departamento,32años,
Tinogasta al 3200,Tinogasta al 3200 - Villa del Parque,$,18000,10m²,90m²,3,,$3.000,,Frente,,,,,45años,
Gavilan 3500,Gavilan 3500 - Agronomia,$,39900,6m²,155m²,3,,,,,,,1,Casa,5años,
MILLER 3600,MILLER 3600 - Saavedra,$,38000,206m²,140m²,3,,,,,,,2,Casa,20años,
FERREYRA 600,FERREYRA 600 - Rosario,$,9800,,150m²,4,,,,,,,1,Casa,,
H. PRIMO 1900,H. PRIMO 1900 - Rosario,$,7200,,110m²,2,,,,,,,1,Casa,,
24 DE SEPTIEMBRE 1000,24 DE SEPTIEMBRE 1000 - Rosario,$,5500,,40m²,1,,,,,,,,Casa,,
Av. De Mayo 700,Av. De Mayo 700 - Monserrat,+ $. de expensas'],5000,,,,,$5.000,,,,,,,50años,
Corrientes 700,Corrientes 700 - Centro,$,3000,,,,,$1.200,,,,,,,,
Marcos Paz 3100,"Marcos Paz 3100, 2° piso - Centro",$,5000,,25m²,Monoambiente,,,,,,2,,Departamento,,
Alvarez Condarco Bis 700,Alvarez Condarco Bis 700 - Fisherton,$,8000,,,,,,,,,,,,,
Av Juan Jose Paso (B) 8500,Av Juan Jose Paso (B) 8500 - Fisherton,$,5800,,,,,,,,,,,,,
NAVARRO 6600,NAVARRO 6600 - Rosario,$,5900,,50m²,1,,,,,,,,Casa,,
Av. Francia 1100,"Av. Francia 1100, 8° piso - Centro",$,5400,,32m²,Monoambiente,,,,,,,,Departamento,,
Araoz 2000,"Araoz 2000, 6° piso - Palermo Viejo",$,25000,6m²,120m²,3,,$5.500,,Frente,,,,Piso,40años,
25 de Mayo al 400,25 de Mayo al 400 - Microcentro,$,240000,,,,,$44.750,,,,,,,,
Rodriguez Peña 2500,Rodriguez Peña 2500 - Villa Maipu,$,420000,1000m²,3000m²,,,,,,,,,,,
Rodríguez 700,Rodríguez 700 - Centro,$,8700,,,1,,,,,,,,Departamento,,
Pje. Gordillo 3600,"Pje. Gordillo 3600, 1° piso - Azcuenaga",$,4700,,25m²,Monoambiente,,$1.000,,Frente,,,,Departamento,,
Blanco Encalada 2900,"Blanco Encalada 2900, 9° piso - Belgrano",$,9700,,35m²,Monoambiente,,NoIncluidas,9,Contrafrente,,5,,Departamento,30años,
Gral Manuel N Savio 2700,Gral Manuel N Savio 2700 - Villa Maipu,$,192000,,1600m²,,,,,,,,,,,
Ecuador al 3000,Ecuador al 3000 - General San Martin,$,52200,,522m²,,,,,,,,,,,
Santa Adelina al 1100,Santa Adelina al 1100 - General San Martin,$,68000,,920m²,,,,,,,,,,,
Estrada 1800,Estrada 1800 - Villa Maipu,$,42000,,300m²,,,,,,,,,,,
Laprida 1100,Laprida 1100 - Martin,$,40000,,180m²,6,,,,,,,,Casa,,
GUTIERREZ 2500,"GUTIERREZ 2500, 1° piso - Recoleta",$,8000,,29m²,Monoambiente,,$3.000,,Contrafrente,,,,Departamento,40años,
TUCUNAN 800,"TUCUNAN 800, 5° piso - Microcentro",$,28000,,,,,,,,,,,,40años,
FAMATINA 100,FAMATINA 100 - Rosario,$,7900,,70m²,2,,,,,,,,Casa,,
FRANCIA 1500,FRANCIA 1500 - Rosario,$,28000,,180m²,5,,,,,,,1,Casa,,
J. C. Paz 1200,J. C. Paz 1200 - Alberdi,$,16000,,115m²,3,,,,,,,1,Casa,50años,
La Isla,La Isla - Nordelta La Isla,USD,6000,,470m²,3,,,,,,,2,,10años,Si
Florida al 1000,Florida al 1000 - Retiro,USD,4000,,,,,,,,,,,,70años,
Av. L. N. Alem al 1000,Av. L. N. Alem al 1000 - Catalinas,'],,,,,,,,,,,,,,
Uribelarrea al 400 entre Av.Libertador y Bme Cruz,Uribelarrea al 400 entre Av.Libertador y Bme Cruz - Olivos Vias/Rio,$,14000,,63m²,2,,,,Frente,,,,,40años,
Av. Libertador 2300,"Av. Libertador 2300, 12° piso - Olivos",$,22500,15m²,48m²,1,,$5.900,,,,,1,Departamento,5años,Si
Bv OroÑo 1100,"Bv OroÑo 1100, 5° piso - Centro",$,5500,,32m²,1,,,,,,,,Departamento,,
Cube 100,Cube 100 - Barrio Cube,$,50000,,,2,,,,,,,,Casa,,Si
Gral Mitre 600,Gral Mitre 600 - Centro,$,15000,,50m²,2,,$1.300,,Frente,,,2,Departamento,30años,
Avda Del Libertador al 7900,Avda Del Libertador al 7900 - Nuñez,USD,2000,,,,,$8.000,,,,,,,,
Dr C Argerich 2900,"Dr C Argerich 2900, P.B. piso - Villa del Parque",$,12000,,43m²,,,,,Contrafrente,,,,Ph,,
"VILLATE, C. 1600","VILLATE, C. 1600, 1° piso - Olivos",$,8500,,,,,,,,,,1,,25años,
Av. Córdoba y San Martín,Av. Córdoba y San Martín - Microcentro,$,16000,,,,,,,,,,,,25años,
Bv N Oroño 300,Bv N Oroño 300 - Centro,$,65000,,,3,,,,,,,,Casa,,Si
Av W De Tata 4900,"Av W De Tata 4900, 3° piso - Caseros",$,7500,,36m²,1,,$1.200,,,,,,Departamento,1años,
LAVALLE 2700,"LAVALLE 2700, 6° piso - Villa Ballester",$,16000,55m²,65m²,2,,,,Frente,,,,Departamento,,
DARWIN 300,DARWIN 300 - Villa Crespo,$,80000,,607m²,,,,,,,,10,,,
Pte Roque Saenz Peña 800,Pte Roque Saenz Peña 800 - Microcentro,USD,7600,,,,,$114.744,,,,,5,,88años,
Mitre 3500,Mitre 3500 - General San Martin,$,30000,,62m²,,,,,,,,,,35años,
Avda. Illia 2400,Avda. Illia 2400 - Villa Maipu,$,60000,,418m²,,,,,,,,,,30años,
Itte. Campos 1700,Itte. Campos 1700 - General San Martin,$,20000,,115m²,,,,,,,,1,,25años,
Yapeyu 2000,Yapeyu 2000 - General San Martin,$,20000,,32m²,,,$1.300,,,,,,,30años,
