titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
Departamentos en Venta en Avenida Juan Bautista Justo 2651,Avenida Juan Bautista Justo 2651 Villa Crespo - Capital Federal,$,4.282.639,,,,,,,,,,,,,
Departamentos en Venta en Martiniano Leguizamón 1654,Martiniano Leguizamón 1654 Mataderos - Capital Federal,U$S,116.000,,,,,,6,,,6,20,,,Si
Departamentos en Venta en Avenida Pedro Goyena 1677,Avenida Pedro Goyena 1677 Caballito - Capital Federal,U$S,192.300,,,,,,12,,,2,17,,,
Departamentos en Venta en Avenida Doctor Honorio Pueyrredón ...,Avenida Doctor Honorio Pueyrredón 1182 Villa Crespo - Capital Federal,$,4.175.300,,,,,,8,,,,,,,
Departamentos en Venta en García Lorca 420,García Lorca 420 Caballito - Capital Federal,U$S,270.000,,,,,,8,,,2,5,,,Si
Departamentos en Venta en Tacuari 1797,Tacuari 1797 San Telmo - Capital Federal,U$S,114.000,,,,,,6,,,5,,,,
Departamentos en Venta en Moreno 1418,Moreno 1418 Villa Ballester - General San Martín - Bs.as. G.b.a. Norte,U$S,72.000,,,,,,5,,,3,8,,,
"Departamentos en Venta en Calle 25 De Mayo 1822, San Martín,...","Calle 25 De Mayo 1822, San Martín, General San Martin, Provincia De Buenos Aires, Argentina 1822 Barrio Parque Gral San Martín - General San Martín - Bs.as. G.b.a. Norte",$,650.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Díaz Vélez 3879,Avenida Díaz Vélez 3879 Almagro - Capital Federal,U$S,111.000,,,,,,10,,,3,,,,
Departamentos en Venta en Avenida Medrano 458,Avenida Medrano 458 Almagro - Capital Federal,$,4.226.900,,,,,,,,,,,,,
Departamentos en Venta en Avenida Del Barco Centenera 425,Avenida Del Barco Centenera 425 Caballito - Capital Federal,U$S,552.300,,,,,,12,,,1,2,,,
Departamentos en Venta en Díaz Colodrero 2890,Díaz Colodrero 2890 Villa Urquiza - Capital Federal,U$S,90.100,,,,,,,,,,,,,
Departamentos en Venta en Julián Álvarez 1982,Julián Álvarez 1982 Palermo Soho - Capital Federal,U$S,169.377,,,,,,9,,,2,,,,Si
Departamentos en Venta en Teodoro García 3300,Teodoro García 3300 Colegiales - Capital Federal,U$S,225.000,,,,,,3,,,3,12,,,Si
Terrenos y Lotes en Venta en Pedregales 1,Pedregales 1 Alejandro Korn - San Vicente - Buenos Aires Interior,$,332.524,,,,,,,,,,,,,
Departamentos en Venta en Caaguazú 6181,Caaguazú 6181 Liniers - Capital Federal,U$S,119.000,,,,,,5,,,2,,,,
Departamentos en Venta en Avenida San Juan 1451,Avenida San Juan 1451 San Cristóbal - Capital Federal,$,3.625.260,,,,,,,,,,,,,
Departamentos en Venta en Jujuy 1779,Jujuy 1779 Parque Patricios - Capital Federal,U$S,215.000,,,,,,9,,,2,11,,,Si
Departamentos en Venta en Valle 246,Valle 246 Caballito - Capital Federal,U$S,334.800,,,,,,6,,,2,16,,,
Departamentos en Venta en Donado 4400,Donado 4400 Saavedra - Capital Federal,U$S,115.000,,,,,,,,,,,,,
Departamentos en Venta en Cachimayo 740,Cachimayo 740 Parque Chacabuco - Capital Federal,U$S,95.700,,,,,,,,,,21,,,Si
Departamentos en Venta en Diag. Suarez 7141,Diag. Suarez 7141 Villa Ballester - General San Martín - Bs.as. G.b.a. Norte,U$S,55.000,,,,,,2,,,3,1,,,
Departamentos en Venta en Acha 1653,Acha 1653 Villa Urquiza - Capital Federal,U$S,170.000,,,,,,4,,,8,,,,Si
Departamentos en Venta en Valle 449,Valle 449 Caballito - Capital Federal,U$S,199.500,,,,,,1,,,1,7,,,
Departamentos en Venta en Avenida Del Libertador 3820,Avenida Del Libertador 3820 La Lucila - Vicente López - Bs.as. G.b.a. Norte,U$S,421.000,,,,,,16,,,,,,,Si
Departamentos en Venta en Espinosa 26,Espinosa 26 Caballito - Capital Federal,U$S,224.000,,,,,,6,,,1,2,,,
Departamentos en Venta en Manuel Ugarte 2039,Manuel Ugarte 2039 Belgrano - Capital Federal,U$S,178.000,,,,,,10,,,5,10,,,Si
Departamentos en Venta en Emilio Mitre 185,Emilio Mitre 185 Caballito - Capital Federal,U$S,214.000,,,,,,8,,,2,16,,,
Departamentos en Venta en 1 1832,1 1832 Nordelta - Tigre - Bs.as. G.b.a. Norte,U$S,150.000,,,,,,,,,,,,,Si
Departamentos en Venta en Mendoza 3876,Mendoza 3876 Belgrano - Capital Federal,U$S,220.000,,,,,,3,,,,5,,,Si
Departamentos en Venta en Avenida Maipú 1809,Avenida Maipú 1809 Vicente López - Bs.as. G.b.a. Norte,U$S,173.107,,,,,,14,,,,,,,Si
Departamentos en Venta en Donado 4428,Donado 4428 Saavedra - Capital Federal,U$S,121.900,,,,,,4,,,,8,,,
Departamentos en Venta en Yatay 237,Yatay 237 Almagro - Capital Federal,U$S,103.000,,,,,,7,,,5,61,,,Si
Departamentos en Venta en Av. Cabildo 3999,Av. Cabildo 3999 Núñez - Capital Federal,$,4.473.000,,,,,,8,,,5,,,,
Departamentos en Venta en Carranza 1300,Carranza 1300 Palermo - Capital Federal,U$S,168.997,,,,,,,,,,,,,Si
Departamentos en Venta en Buenos Aires 5052,Buenos Aires 5052 Villa Ballester - General San Martín - Bs.as. G.b.a. Norte,U$S,93.000,,,,,,3,,,4,,,,
Departamentos en Venta en Republica 5635,Republica 5635 Villa Ballester - General San Martín - Bs.as. G.b.a. Norte,U$S,260.000,,,,,,,,,,,,,
Departamentos en Venta en Pueyrredón 3445,Pueyrredón 3445 Barrio Parque Gral San Martín - General San Martín - Bs.as. G.b.a. Norte,$,600.000,,,,,,8,,,3,3,,,
Departamentos en Venta en Craig 654,Craig 654 Caballito - Capital Federal,U$S,144.000,,,,,,5,,,2,2,,,
Departamentos en Venta en Bucarelli 1989,Bucarelli 1989 Villa Urquiza - Capital Federal,U$S,96.000,,,,,,10,,,4,2,,,Si
Departamentos en Venta en General Urquiza 1650,General Urquiza 1650 Parque Patricios - Capital Federal,U$S,75.850,,,,,,10,,,6,,,,Si
Departamentos en Venta en Ciudad De La Paz 2300,Ciudad De La Paz 2300 Belgrano C - Capital Federal,U$S,124.000,,,,,,16,,,,80,,,Si
Departamentos en Venta en José Mármol 640,José Mármol 640 Almagro - Capital Federal,U$S,120.000,,,,,,,,,,,,,Si
Terrenos y Lotes en Venta en Lotes En Barrios Cerrados Y Cou...,Lotes En Barrios Cerrados Y Countries De Pilar 10 Pilar - Bs.as. G.b.a. Norte,U$S,85.000,,,,,,,,,,,,,
Departamentos en Venta en 25 De Mayo 48,25 De Mayo 48 Vicente López - Bs.as. G.b.a. Norte,U$S,135.000,,,,,,,,,,10,,,
Terrenos y Lotes en Venta en 501 5659,501 5659 Joaquín Gorina - La Plata - Bs.as. G.b.a. Sur,U$S,45.000,,,,,,,,,,,,,
Departamentos en Venta en Azul 171,Azul 171 Floresta - Capital Federal,U$S,93.100,,,,,,8,,,3,6,,,
Departamentos en Venta en Av Crisólogo Larralde 4429,Av Crisólogo Larralde 4429 Saavedra - Capital Federal,U$S,110.000,,,,,,5,,,,26,,,Si
Casas en Venta en Panamericana Ramal Pilar 0,Panamericana Ramal Pilar 0 Ayres Del Pilar - Pilar - Bs.as. G.b.a. Norte,U$S,595.000,,,,,,,,,,,,,Si
Departamentos en Venta en San José De Calasanz 731,San José De Calasanz 731 Caballito - Capital Federal,U$S,145.000,,,,,,7,,,2,6,,,
"Departamentos en Venta en Pueyrredón 3175, San Martín, Provi...","Pueyrredón 3175, San Martín, Provincia De Buenos Aires, Argentina 3175 Barrio Parque Gral San Martín - General San Martín - Bs.as. G.b.a. Norte",$,600.000,,,,,,5,,,,,,,
Departamentos en Venta en Avenida Directorio 248,Avenida Directorio 248 Caballito - Capital Federal,U$S,190.600,,,,,,10,,,6,98,,,Si
Departamentos en Venta en Avda Cabildo Y Jaramillo 3700,Avda Cabildo Y Jaramillo 3700 Núñez - Capital Federal,U$S,152.559,,,,,,15,,,8,90,,,Si
Departamentos en Venta en Avenida Raúl Scalabrini Ortíz 1273,Avenida Raúl Scalabrini Ortíz 1273 Palermo - Capital Federal,U$S,138.982,,,,,,10,,,4,8,,,Si
Departamentos en Venta en Valle 449,Valle 449 Caballito - Capital Federal,U$S,199.500,,,,,,8,,,1,6,,,
Departamentos en Venta en Estados Unidos 4281,Estados Unidos 4281 Almagro - Capital Federal,U$S,142.500,,,,,,5,,,2,5,,,
Terrenos y Lotes en Venta en Acceso A San Matias 1,Acceso A San Matias 1 San Matías - Escobar - Bs.as. G.b.a. Norte,U$S,34.500,,,,,,,,,,,,,Si
Departamentos en Venta en Hernando De Magallanes 1433,Hernando De Magallanes 1433 Del Viso - Pilar - Bs.as. G.b.a. Norte,U$S,129.461,,,,,,,,,,,,,Si
Casas en Venta en Acceso A San Matias 1,Acceso A San Matias 1 San Matías - Escobar - Bs.as. G.b.a. Norte,U$S,198.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Juan Bautista Alberdi 2088,Avenida Juan Bautista Alberdi 2088 Flores - Capital Federal,U$S,102.200,,,,,,10,,,3,9,,,Si
Departamentos en Venta en Montañeses 2342,Montañeses 2342 Belgrano - Capital Federal,U$S,112.249,,,,,,,,,,,,,Si
Departamentos en Venta en Pola 569,Pola 569 Villa Luro - Capital Federal,U$S,125.000,,,,,,4,,,,,,,
Departamentos en Venta en Mendoza 4200,Mendoza 4200 Villa Urquiza - Capital Federal,U$S,239.686,,,,,,,,,,,,,Si
Departamentos en Venta en Francisco Acuña De Figueroa 333,Francisco Acuña De Figueroa 333 Almagro - Capital Federal,$,3.371.958,,,,,,,,,,,,,
Departamentos en Venta en Yerbal 681,Yerbal 681 Caballito - Capital Federal,U$S,145.000,,,,,,7,,,2,1,,,Si
Departamentos en Venta en Avenida Independencia 4140,Avenida Independencia 4140 Almagro - Capital Federal,U$S,382.640,,,,,,14,,,4,60,,,Si
Departamentos en Venta en Agrelo 3290,Agrelo 3290 Almagro - Capital Federal,U$S,87.600,,,,,,6,,,3,5,,,
Departamentos en Venta en Avenida Directorio 402,Avenida Directorio 402 Caballito - Capital Federal,U$S,252.600,,,,,,10,,,7,107,,,Si
Terrenos y Lotes en Venta en 138 1111,138 1111 Joaquín Gorina - La Plata - Bs.as. G.b.a. Sur,U$S,36.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Juan De Garay 3225,Avenida Juan De Garay 3225 San Cristóbal - Capital Federal,U$S,123.000,,,,,,13,,,2,10,,,
Departamentos en Venta en Ruta 6 Km 155 155,Ruta 6 Km 155 155 Comarcas De Luján - Luján - Buenos Aires Interior,U$S,80.000,,,,,,2,,,4,,,,Si
Departamentos en Venta en Fray Santa Maria De Oro 2324,Fray Santa Maria De Oro 2324 Palermo Soho - Capital Federal,U$S,68.700,,,,,,9,,,4,7,,,Si
Departamentos en Venta en Avenida Juan Bautista Alberdi 5300,Avenida Juan Bautista Alberdi 5300 Mataderos - Capital Federal,U$S,78.800,,,,,,12,,,,,,,
Departamentos en Venta en Aristobulo Del Valle 4781,Aristobulo Del Valle 4781 Villa Ballester - General San Martín - Bs.as. G.b.a. Norte,U$S,95.000,,,,,,10,,,8,1,,,Si
Departamentos en Venta en Moreno 2931,Moreno 2931 Centro - Mar Del Plata - Bs.as. Costa Atlántica,U$S,90.000,,,,,,11,,,2,,,,
Departamentos en Venta en Viaducto Chorroarín 480,Viaducto Chorroarín 480 Agronomía - Capital Federal,U$S,70.000,,,,,,10,,,5,,,,
Casas en Venta en Colectora Norte Acceso Oeste - Terravista ...,Colectora Norte Acceso Oeste - Terravista 1 General Rodríguez - Bs.as. G.b.a. Oeste,U$S,350.000,,,,,,,,,,,,,Si
Departamentos en Venta en Colpayo 123,Colpayo 123 Caballito - Capital Federal,U$S,155.000,,,,,,7,,,4,20,,,Si
Departamentos en Venta en Leandro N. Alem 642,Leandro N. Alem 642 Centro - Luján - Buenos Aires Interior,U$S,89.422,,,,,,,,,,,,,
Terrenos y Lotes en Venta en Av 7 &amp; Calle 602 1111,Av 7 & Calle 602 1111 Villa Elvira - La Plata - Bs.as. G.b.a. Sur,U$S,29.500,,,,,,,,,,,,,
Departamentos en Venta en Saravi 1,Saravi 1 Villa Rosa - Pilar - Bs.as. G.b.a. Norte,U$S,67.500,,,,,,,,,,,,,Si
Departamentos en Venta en Jujuy 1751,Jujuy 1751 Parque Patricios - Capital Federal,U$S,73.000,,,,,,9,,,4,,,,
Casas en Venta en Almafuerte 1400,Almafuerte 1400 General Rodríguez - Bs.as. G.b.a. Oeste,U$S,360.000,,,,,,,,,,,,,Si
Casas en Venta en Ruta Provincial 6 Km 155,Ruta Provincial 6 Km 155 Comarcas De Luján - Luján - Buenos Aires Interior,U$S,165.000,,,,,,,,,,,,,Si
Departamentos en Venta en Artigas 6143,Artigas 6143 Villa Ballester - General San Martín - Bs.as. G.b.a. Norte,U$S,77.000,,,,,,6,,,3,1,,,
Departamentos en Venta en Coronel Ramón Lorenzo Falcón 6623,Coronel Ramón Lorenzo Falcón 6623 Liniers - Capital Federal,U$S,85.000,,,,,,7,,,3,,,,
Casas en Venta en Boulevard Saint Thomas 1,Boulevard Saint Thomas 1 Saint Thomas - Esteban Echeverría - Bs.as. G.b.a. Sur,U$S,500.000,,,,,,,,,,,,,Si
Terrenos y Lotes en Venta en 25 De Mayo 100,25 De Mayo 100 Carlos Spegazzini - Ezeiza - Bs.as. G.b.a. Sur,$,130.000,,,,,,,,,,,,,
Departamentos en Venta en México 880,México 880 San Telmo - Capital Federal,U$S,75.000,,,,,,5,,,8,12,,,
Casas en Venta en Colectora Oeste Ramal Pilar 48,Colectora Oeste Ramal Pilar 48 Mapuche - Pilar - Bs.as. G.b.a. Norte,U$S,200.000,,,,,,,,,,,,,Si
Terrenos y Lotes en Venta en Calle 609 &amp; Calle 5 S/n,Calle 609 & Calle 5 S/n Villa Elvira - La Plata - Bs.as. G.b.a. Sur,U$S,14.900,,,,,,,,,,,,,
Departamentos en Venta en Punilla 532,Punilla 532 Centro - Villa Carlos Paz - Córdoba,$,2.608.000,,,,,,3,,,11,5,,,Si
Casas en Venta en Panamericana Y Granaderos 10,Panamericana Y Granaderos 10 Carmel - Pilar - Bs.as. G.b.a. Norte,U$S,195.000,,,,,,,,,,,,,Si
Departamentos en Venta en Patrón 6964,Patrón 6964 Liniers - Capital Federal,U$S,250.000,,,,,,3,,,4,,,,
Casas en Venta en Panamericana Y Camaño 46,Panamericana Y Camaño 46 Los Lagartos - Pilar - Bs.as. G.b.a. Norte,U$S,180.000,,,,,,,,,,,,,Si
Departamentos en Venta en Avenida San Martín 2311,Avenida San Martín 2311 Paternal - Capital Federal,$,3.364.000,,,,,,,,,,15,,,
Terrenos y Lotes en Venta en Boulevard De Todos Los Santos 0,Boulevard De Todos Los Santos 0 Villa Nueva - Tigre - Bs.as. G.b.a. Norte,U$S,90.892,,,,,,,,,,,,,
Departamentos en Venta en Del Barco Centenera 670,Del Barco Centenera 670 Caballito - Capital Federal,U$S,165.400,,,,,,14,,,4,,,,Si
Departamentos en Venta en José Ingenieros 80,José Ingenieros 80 Centro - Villa Carlos Paz - Córdoba,$,2.528.000,,,,,,13,,,16,10,,,Si
Departamentos en Venta en Yerbal 1314,Yerbal 1314 Caballito - Capital Federal,U$S,173.000,,,,,,8,,,4,,,,Si
Departamentos en Venta en Arce 434,Arce 434 Las Cañitas - Capital Federal,U$S,126.251,,,,,,,,,,,,,Si
Departamentos en Venta en Pizarro 5551,Pizarro 5551 Villa Luro - Capital Federal,U$S,160.000,,,,,,3,,,4,,,,
"Terrenos y Lotes en Venta en Ruta 52 Y Los Robles, 1804 Cann...","Ruta 52 Y Los Robles, 1804 Canning, Buenos Aires 1804 Canning - Ezeiza - Bs.as. G.b.a. Sur",U$S,105.000,,,,,,,,,,,,,Si
Departamentos en Venta en R. Caamaño 1103,R. Caamaño 1103 Villa Rosa - Pilar - Bs.as. G.b.a. Norte,U$S,105.000,,,,,,,,,,1,,,Si
Departamentos en Venta en Holmberg 2784,Holmberg 2784 Coghlan - Capital Federal,U$S,178.780,,,,,,5,,,,,,,Si
Departamentos en Venta en Amenábar 746,Amenábar 746 Colegiales - Capital Federal,U$S,114.080,,,,,,10,,,,,,,Si
Departamentos en Venta en Avenida Pedro Goyena 1770,Avenida Pedro Goyena 1770 Caballito - Capital Federal,U$S,230.600,,,,,,20,,,6,116,,,Si
"Terrenos y Lotes en Venta en Ruta 52 Y Los Robles, 1804 Cann...","Ruta 52 Y Los Robles, 1804 Canning, Buenos Aires 1804 Canning - Ezeiza - Bs.as. G.b.a. Sur",U$S,110.000,,,,,,,,,,,,,Si
Departamentos en Venta en Avenida Juan Bautista Alberdi 1823,Avenida Juan Bautista Alberdi 1823 Caballito - Capital Federal,U$S,146.300,,,,,,18,,,9,144,,,Si
Departamentos en Venta en Moreno 47,Moreno 47 San Isidro - Bs.as. G.b.a. Norte,U$S,179.075,,,,,,3,,,2,18,,,
Departamentos en Venta en Pieres 943,Pieres 943 Mataderos - Capital Federal,U$S,95.000,,,,,,4,,,4,,,,
Terrenos y Lotes en Venta en Mariano Castex 3200,Mariano Castex 3200 Saint Thomas - Esteban Echeverría - Bs.as. G.b.a. Sur,U$S,180.000,,,,,,,,,,,,,Si
Departamentos en Venta en Pedernera 50,Pedernera 50 Flores - Capital Federal,U$S,68.000,,,,,,4,,,16,25,,,
Departamentos en Venta en Juramento 4242,Juramento 4242 Belgrano - Capital Federal,U$S,201.450,,,,,,,,,,,,,
Departamentos en Venta en Avenida Maipú 0,Avenida Maipú 0 Florida - Vicente López - Bs.as. G.b.a. Norte,U$S,169.595,,,,,,,,,,,,,Si
Departamentos en Venta en Bonpland 2287,Bonpland 2287 Palermo Hollywood - Capital Federal,U$S,121.600,,,,,,,,,,,,,
Departamentos en Venta en Ovidio Lagos 120,Ovidio Lagos 120 Centro - Rosario - Santa Fe,$,1.783.862,,,,,,6,,,,,,,
Departamentos en Venta en Manzanares 1600,Manzanares 1600 Núñez - Capital Federal,U$S,143.000,,,,,,,,,,,,,
Departamentos en Venta en Mario Bravo 1054,Mario Bravo 1054 Palermo - Capital Federal,U$S,111.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Del Libertador General San...,Avenida Del Libertador General San Martín 1265 Villa Riachuelo - Capital Federal,U$S,270.000,,,,,,,,,,,,,Si
Departamentos en Venta en Comodoro Rivadavia 2306,Comodoro Rivadavia 2306 Núñez - Capital Federal,U$S,135.000,,,,,,,,,,,,,
Terrenos y Lotes en Venta en Ruta Panamericana Km 49,Ruta Panamericana Km 49 Pilar - Bs.as. G.b.a. Norte,U$S,290.000,,,,,,,,,,,,,
Departamentos en Venta en Paroissien 1650,Paroissien 1650 Núñez - Capital Federal,U$S,132.000,,,,,,,,,,,,,Si
Departamentos en Venta en Carlos Calvo 2159,Carlos Calvo 2159 San Cristóbal - Capital Federal,U$S,76.000,,,,,,7,,,6,8,,,
Departamentos en Venta en Díaz Vélez 200,Díaz Vélez 200 La Lucila - Vicente López - Bs.as. G.b.a. Norte,U$S,260.000,,,,,,4,,,,,,,Si
Departamentos en Venta en San Martin 1748,San Martin 1748 Caballito - Capital Federal,U$S,89.000,,,,,,,,,,,,,Si
Departamentos en Venta en Rodriguez 1149,Rodriguez 1149 Centro - Rosario - Santa Fe,U$S,118.000,,,,,,6,,,4,1,,,
Departamentos en Venta en Campus Vista 100,Campus Vista 100 Pilar - Bs.as. G.b.a. Norte,U$S,95.277,,,,,,,,,,,,,Si
Departamentos en Venta en Solís 1960,Solís 1960 Olivos - Vicente López - Bs.as. G.b.a. Norte,U$S,168.004,,,,,,6,,,,,,,
Casas en Venta en Avenida Nordelta 1,Avenida Nordelta 1 Nordelta - Tigre - Bs.as. G.b.a. Norte,U$S,264.892,,,,,,,,,,,,,Si
Terrenos y Lotes en Venta en Autopista Acceso Oeste 47,Autopista Acceso Oeste 47 Terravista - General Rodríguez - Buenos Aires Interior,U$S,115.000,,,,,,,,,,,,,Si
Departamentos en Venta en Avenida Doctor Ricardo Balbín 4198,Avenida Doctor Ricardo Balbín 4198 Saavedra - Capital Federal,U$S,87.465,,,,,,,,,,,,,Si
Departamentos en Venta en Avenida Doctor Ricardo Balbín 4239,Avenida Doctor Ricardo Balbín 4239 Saavedra - Capital Federal,U$S,112.632,,,,,,,,,,,,,
Departamentos en Venta en Avenida Primera Junta 100,Avenida Primera Junta 100 San Miguel - Bs.as. G.b.a. Norte,$,2.750.000,,,,,,2,,,,,,,
Terrenos y Lotes en Venta en Juan Gálvez 100,Juan Gálvez 100 La Unión - Ezeiza - Bs.as. G.b.a. Sur,$,162.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Crámer 2271,Avenida Crámer 2271 Belgrano - Capital Federal,U$S,147.097,,,,,,13,,,,,,,Si
Departamentos en Venta en José Mármol 314,José Mármol 314 Lanús Oeste - Lanús - Bs.as. G.b.a. Sur,U$S,80.000,,,,,,7,,,2,7,,,
Departamentos en Venta en Solís 1960,Solís 1960 Olivos - Vicente López - Bs.as. G.b.a. Norte,U$S,205.800,,,,,,7,,,2,11,,,
Departamentos en Venta en Avellaneda 544,Avellaneda 544 Bernal - Quilmes - Bs.as. G.b.a. Sur,U$S,85.695,,,,,,3,,,,,,,
Terrenos y Lotes en Venta en Alejandro Korn 3160,Alejandro Korn 3160 Pilar - Bs.as. G.b.a. Norte,U$S,99.608,,,,,,,,,,,,,
Departamentos en Venta en Avenida Del Libertador General San...,Avenida Del Libertador General San Martín 4050 La Lucila - Vicente López - Bs.as. G.b.a. Norte,U$S,399.000,,,,,,,,,,,,,Si
Departamentos en Venta en Ruta Panamericana Km 49,Ruta Panamericana Km 49 Pilar - Bs.as. G.b.a. Norte,U$S,90.000,,,,,,,,,,,,,
Departamentos en Venta en San Lorenzo 2440,San Lorenzo 2440 Olivos - Vicente López - Bs.as. G.b.a. Norte,U$S,147.200,,,,,,5,,,10,,,,Si
Terrenos y Lotes en Venta en Av. San Martín 1625,Av. San Martín 1625 Belén De Escobar - Escobar - Bs.as. G.b.a. Norte,$,840.000,,,,,,,,,,,,,
Departamentos en Venta en Comandante Franco 80,Comandante Franco 80 Bernal - Quilmes - Bs.as. G.b.a. Sur,U$S,57.291,,,,,,4,,,,,,,Si
Departamentos en Venta en Champagnat 1160,Champagnat 1160 Villa Del Lago - Pilar - Bs.as. G.b.a. Norte,U$S,92.000,,,,,,3,,,6,,,,Si
Departamentos en Venta en Rastreador Fournier 3629,Rastreador Fournier 3629 Florida Oeste - Vicente López - Bs.as. G.b.a. Norte,U$S,142.000,,,,,,4,,,,15,,,
Departamentos en Venta en Avenida Del Libertador 3190,Avenida Del Libertador 3190 Punta Chica - San Fernando - Bs.as. G.b.a. Norte,U$S,131.450,,,,,,,,,,,,,Si
Departamentos en Venta en San Andrés 0,San Andrés 0 Tigre - Bs.as. G.b.a. Norte,U$S,100.100,,,,,,2,,,,88,,,Si
Departamentos en Venta en San Martin/ Cassaffousth/ Costaner...,San Martin/ Cassaffousth/ Costanera 0 Centro - Villa Carlos Paz - Córdoba,$,2.921.000,,,,,,5,,,12,40,,,Si
Departamentos en Venta en San Martin/ Uruguay/ Bruselas 0,San Martin/ Uruguay/ Bruselas 0 Centro - Villa Carlos Paz - Córdoba,$,3.327.000,,,,,,13,,,6,60,,,Si
Departamentos en Venta en Boyacá 938,Boyacá 938 Caballito - Capital Federal,$,3.320.000,,,,,,6,,,,260,,,Si
Departamentos en Venta en Avenida Caseros 565,Avenida Caseros 565 San Telmo - Capital Federal,$,3.362.059,,,,,,,,,,,,,Si
Departamentos en Venta en Bonpland 2287,Bonpland 2287 Palermo Hollywood - Capital Federal,U$S,208.862,,,,,,8,,,,,,,
Terrenos y Lotes en Venta en Silvestre Begnis 1519,Silvestre Begnis 1519 Granadero Baigorria - Rosario - Santa Fe,$,420.000,,,,,,,,,,,,,
Terrenos y Lotes en Venta en Ramal Escobar Km 45,Ramal Escobar Km 45 Puertos - Escobar - Bs.as. G.b.a. Norte,U$S,47.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Del Libertador 1455,Avenida Del Libertador 1455 Olivos - Vicente López - Bs.as. G.b.a. Norte,U$S,1,,,,,,17,,,,,,,Si
Departamentos en Venta en Trelles 1040,Trelles 1040 Caballito - Capital Federal,U$S,95.760,,,,,,7,,,,,,,
Departamentos en Venta en General Bartolomé Mitre 300,General Bartolomé Mitre 300 Tigre - Bs.as. G.b.a. Norte,U$S,170.000,,,,,,19,,,5,,,,
Departamentos en Venta en Vera 857,Vera 857 Villa Crespo - Capital Federal,U$S,125.000,,,,,,20,,,,,,,Si
Terrenos y Lotes en Venta en Calle 63 S/n 1500,Calle 63 S/n 1500 Guillermo Enrique Hudson - Berazategui - Bs.as. G.b.a. Sur,U$S,70.000,,,,,,,,,,,,,
Departamentos en Venta en Rivadavia 300,Rivadavia 300 Reconquista - General Obligado - Santa Fe,$,60.000,,,,,,4,,,4,100,,,
Terrenos y Lotes en Venta en Ruta 58,Ruta 58 Canning - Esteban Echeverría - Bs.as. G.b.a. Sur,U$S,22.000,,,,,,,,,,,,,
Departamentos en Venta en Combate De Los Pozos 280,Combate De Los Pozos 280 Congreso - Capital Federal,U$S,100.800,,,,,,10,,,3,,,,
Departamentos en Venta en Avenida 9 De Julio 1390,Avenida 9 De Julio 1390 San Telmo - Capital Federal,U$S,76.500,,,,,,12,,,,,,,
Departamentos en Venta en Venezuela 4050,Venezuela 4050 Villa Martelli - Vicente López - Bs.as. G.b.a. Norte,$,2.127.360,,,,,,,,,,,,,
Terrenos y Lotes en Venta en Ruta 58 Km 16 0,Ruta 58 Km 16 0 Canning - Esteban Echeverría - Bs.as. G.b.a. Sur,U$S,15.000,,,,,,,,,,,,,
Terrenos y Lotes en Venta en Autopista Córdoba - Villa María...,Autopista Córdoba - Villa María 0 Chateau Carreras - Córdoba,$,877.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Arquitecto Jorge Bunge 150,Avenida Arquitecto Jorge Bunge 150 Centro - Pinamar - Bs.as. Costa Atlántica,U$S,261.781,,,,,,8,,,10,75,,,Si
Departamentos en Venta en Remedios Escalada De San Martín 27...,Remedios Escalada De San Martín 2750 Villa Del Parque - Capital Federal,U$S,132.243,,,,,,8,,,22,60,,,Si
Terrenos y Lotes en Venta en Colectora Este Ramal Escobar Km...,Colectora Este Ramal Escobar Km 45 Puertos - Escobar - Bs.as. G.b.a. Norte,U$S,170.000,,,,,,,,,,,,,
Departamentos en Venta en Avenida Del Libertador 5750,Avenida Del Libertador 5750 Belgrano - Capital Federal,U$S,183.500,,,,,,13,,,,,,,Si
