post_id,titulo,precio,moneda,provincia,barrio,localizacion,tipo_propiedad,tipo_operacion,superficie_total,superficie_cubierta,dormitorios,ambientes,banos,expensas,piso,departamentos_x_piso,pisos,antiguedad,tipo_departamento,disposicion,condiciones_especiales,tipo_vendedor,vendedor,fotos,latitud,longitud,cocheras,descripcion,apto_credito,con_aire,con_jardin,con_parrilla,con_pileta,apto_profesional,
748306801,Ciudad De La Paz 1300  Belgrano ,13.000,$,,,Ciudad De La Paz 1300 Belgrano - Capital Federal,departamento,alquiler, 40 m² ,40 m²,1,2,1,2500,,,,,Departamento,,,,Lopezcastromil Propiedades,,,,,,,Si,,,,,
746222200,8 414  La Plata,15.000,$,,,8 414 La Plata - Bs.as. G.b.a. Sur,departamento,alquiler, 70 m² ,60 m²,2,3,1,,4,2,5,6 años,Semi piso,Frente,,,,,,,1,,,Si,,Si,,,
746891147,Av. Libertador Al 2300  Olivos  Vicente López,24.000,$,,,Av. Libertador Al 2300 Olivos - Vicente López - Bs.as. G.b.a. Norte,departamento,alquiler, 75 m² ,60 m²,2,3,2,5244,,,1,5 años,,Frente,,,Lexinton Propiedades,,,,1,,,,,Si,Si,,
746192795,Calle A Mar De Las Pampas Y Playa 0  Mar De Las Pampas,2.900,$,,,Calle A Mar De Las Pampas Y Playa 0 Mar De Las Pampas - Bs.as. Costa Atlántica,departamento,alquiler, 150 m² ,120 m²,1,2,1,,1,1,,4 años,,,,,,,,,1,,,Si,Si,Si,Si,,
750915965,Moreno Al 2700  Centro  Mar Del Plata,8.400,$,,,Moreno Al 2700 Centro - Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 38 m² ,36 m²,1,2,1,,,,,40 años,,Frente,,,Girard Propiedades,,,,,,,,,,,,
747991862,9 De Julio Al 2500  Centro  Mar Del Plata,7.900,$,,,9 De Julio Al 2500 Centro - Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 40 m² ,40 m²,1,2,1,,,,,40 años,,Contrafrente,,,Girard Propiedades,,,,,,,,,,,,
750844714,Crespo 500 02°  Echesortu  Rosario,5.250,$,,,Crespo 500 02° Echesortu - Rosario - Santa Fe,departamento,alquiler, 28 m² ,28 m²,,1,1,600,02,,1,,Departamento,,,,Lb Inmuebles,,,,,,,,,,,,
746114866,Laprida 1300  Barrio Norte ,12.000,$,,,Laprida 1300 Barrio Norte - Capital Federal,departamento,alquiler, 48 m² ,34 m²,1,1,1,2500,9,4,9,35 años,Departamento,Frente,,,,,,,,,,,,Si,,,
749024688,Homero 442  Villa Luro ,13.000,$,,,Homero 442 Villa Luro - Capital Federal,departamento,alquiler, 50.51 m² ,41 m²,1,2,1,,,5,2,12 años,Departamento,Frente,,,,,,,,,,Si,,,,,
749681312,Rio De Janeiro 657  Caballito ,15.500,$,,,Rio De Janeiro 657 Caballito - Capital Federal,departamento,alquiler, 53 m² ,47 m²,1,2,1,2130,,,,0 años,Departamento,Contrafrente,,,,,,,1,,,Si,,,,,
746213264,Av. Costanera 1920  Villa Gesell,14.000,$,,,Av. Costanera 1920 Villa Gesell - Bs.as. Costa Atlántica,departamento,alquiler, 40 m² ,40 m²,1,2,1,1867,1,6,2,20 años,Departamento,Contrafrente,,,,,,,1,,,Si,,Si,Si,,
749560544,Monroe 3450  Belgrano R ,19.000,$,,,Monroe 3450 Belgrano R - Capital Federal,departamento,alquiler, 65 m² ,4 m²,2,3,1,7000,,,,,,,,,,,,,,,,Si,,,Si,,
749018060,Sargento Cabral 3359  Lomas Del Mirador  La Matanza,9.000,$,,,Sargento Cabral 3359 Lomas Del Mirador - La Matanza - Bs.as. G.b.a. Oeste,departamento,alquiler, 55 m² ,47 m²,1,2,1,,,,,,,,,,,,,,,,,,,,,,
745311585,Republica Oriental Uruguay 846  Morón,9.500,$,,,Republica Oriental Uruguay 846 Morón - Bs.as. G.b.a. Oeste,departamento,alquiler, 44 m² ,43 m²,1,2,1,1500,5,7,,0 años,Departamento,,,,,,,,,,,,,,,,
748507933,Cordoba Al 400  3 Ambientes Con Dos Baños  Retiro ,14.800,$,,,Cordoba Al 400  3 Ambientes Con Dos Baños Retiro - Capital Federal,departamento,alquiler, 58 m² ,55 m²,,3,1,6000,,,,0 años,,Contrafrente,,,Zommer Negocios Inmobiliarios,,,,,,,Si,,,,Si,
749891239,Maipu 1167  Bernal  Quilmes,9.000,$,,,Maipu 1167 Bernal - Quilmes - Bs.as. G.b.a. Sur,departamento,alquiler, 85 m² ,65 m²,2,3,1,,,,,,,,,,,,,,1,,,,,,,,
746665639,Amadeo Jaques Al 7000  Liniers ,9.000,$,,,Amadeo Jaques Al 7000 Liniers - Capital Federal,departamento,alquiler,,40 m²,1,2,1,,,,,0 años,,Frente,,,De Paola,,,,,,,,,,Si,,
750544093,25 De Mayo 473  Morón,15.000,$,,,25 De Mayo 473 Morón - Bs.as. G.b.a. Oeste,departamento,alquiler, 85 m² ,85 m²,2,3,2,,,,,,,,,,,,,,,,,Si,,Si,,,
749945560,Santa Fe 1619  Centro  Mar Del Plata,950,$,,,Santa Fe 1619 Centro - Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 40 m² ,40 m²,1,2,1,,,,,,,,,,,,,,,,,,,,,,
742111058,Jeronimo Salguero 2400  Palermo Chico ,13.000,$,,,Jeronimo Salguero 2400 Palermo Chico - Capital Federal,departamento,alquiler, 45 m² ,45 m²,,1,1,2900,,,,,Departamento,Frente,,,Lopezcastromil Propiedades,,,,,,,,,,,Si,
746264303,Billinghurst 1050  Palermo ,24.900,$,,,Billinghurst 1050 Palermo - Capital Federal,departamento,alquiler, 75 m² ,65 m²,2,3,2,4900,,,,,Departamento,Contrafrente,,,,,,,1,,,Si,,,,Si,
750299621,Padre Roqueta Y Ruta 26 2664  Pilar,6.000,$,,,Padre Roqueta Y Ruta 26 2664 Pilar - Bs.as. G.b.a. Norte,departamento,alquiler, 25 m² ,25 m²,1,2,1,,,10,,4 años,Departamento,Lateral,,,,,,,,,,,,Si,,,
750675430,Almirante Brown 1783  Torreón  Mar Del Plata,1.100,$,,,Almirante Brown 1783 Torreón - Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 28 m² ,28 m²,1,2,1,,,,,,,,,,,,,,,,,,,,,,
750348472,Humaita 1700  Tapiales  La Matanza,7.500,$,,,Humaita 1700 Tapiales - La Matanza - Bs.as. G.b.a. Oeste,departamento,alquiler, 40 m² ,40 m²,1,1,1,,,,,,Ph,Interno,,,,,,,,,,,,,,,
749115632,Directorio 2350  Flores ,8.400,$,,,Directorio 2350 Flores - Capital Federal,departamento,alquiler, 30 m² ,30 m²,,1,1,1900,6,5,8,35 años,Departamento,Contrafrente,,,,,,,,,,,,,,,
748590683,44 Y 7 Plaza Italia 31  La Plata,14.000,$,,,44 Y 7 Plaza Italia 31 La Plata - Bs.as. G.b.a. Sur,departamento,alquiler, 80 m² ,80 m²,2,3,1,2200,6,3,10,5 años,Departamento,Frente,,,,,,,,,,,,,,,
748320765,Ceretti 2268  Villa Urquiza ,10.900,$,,,Ceretti 2268 Villa Urquiza - Capital Federal,departamento,alquiler, 39 m² ,37 m²,,1,1,1200,05,4,7,0 años,Departamento,Contrafrente,,,,,,,,,,,,,,Si,
720349658,O'gorman Camila 300  Puerto Madero ,23.000,$,,,O'gorman Camila 300 Puerto Madero - Capital Federal,departamento,alquiler, 78 m² ,74 m²,1,2,1,12524,,,1,0 años,,Frente,,,Lexinton Propiedades,,,,1,,,Si,,,Si,Si,
754182168,Maipu 200  Centro ,6.500,$,,,Maipu 200 Centro - Córdoba,departamento,alquiler, 75 m² ,75 m²,2,4,2,1600,,1,,20 años,Departamento,Frente,,,Ragazzinibienesraices,,,,,,,,,,,,
752215897,Valle Fertil 800  Pinamar,2.000,$,,,Valle Fertil 800 Pinamar - Bs.as. Costa Atlántica,departamento,alquiler, 50 m² ,42 m²,1,2,1,,,4,3,5 años,Departamento,Frente,,,,,,,1,,,Si,Si,Si,Si,,
749783017,Avenida 1 4610  Villa Gesell,800,$,,,Avenida 1 4610 Villa Gesell - Bs.as. Costa Atlántica,departamento,alquiler, 69 m² ,50 m²,1,2,1,,1,5,3,20 años,Departamento,Frente,,,,,,,5,,,,Si,Si,,,
747991863,Yrigoyen Al 1100  La Perla  Mar Del Plata,25.000,$,,,Yrigoyen Al 1100 La Perla - Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 95 m² ,85 m²,2,3,1,,,,,0 años,,,,,Girard Propiedades,,,,,,,,,,,,
751975500,Repetto 2100  Paternal ,20.500,$,,,Repetto 2100 Paternal - Capital Federal,departamento,alquiler, 88 m² ,80 m²,2,3,2,,,,,,Ph,Frente,,,,,,,,,,,,,,,
713149971,Eva Peron 8615  Fisherton  Rosario,13.000,$,,,Eva Peron 8615 Fisherton - Rosario - Santa Fe,departamento,alquiler, 80 m² ,59 m²,1,3,2,,,,,,,,,,Sti Propiedades,,,,1,,,,,,,,
746513831,Los Molinos - Juana Manso Al 1100  Puerto Madero ,2.500,U$S,,,Los Molinos - Juana Manso Al 1100 Puerto Madero - Capital Federal,departamento,alquiler, 120 m² ,110 m²,1,2,1,15000,,,1,0 años,,Frente,,,Situar Puerto Madero,,,,1,,,Si,,,,,
749422345,Matias Sturiza Al 400  Olivos  Vicente López,22.000,$,,,Matias Sturiza Al 400 Olivos - Vicente López - Bs.as. G.b.a. Norte,departamento,alquiler, 49 m² ,49 m²,1,2,1,,,,1,0 años,,Frente,,,Puerto De Olivos,,,,1,,,Si,,,Si,,
746592269,Av 3 3155  Villa Gesell,3.500,$,,,Av 3 3155 Villa Gesell - Bs.as. Costa Atlántica,departamento,alquiler, 33 m² ,33 m²,1,1,1,,,,,,,,,,,,,,,,,,,,,,
750340509,San Lorenzo Al 1200  Rosario,12.500,$,,,San Lorenzo Al 1200 Rosario - Santa Fe,departamento,alquiler, 110 m² ,91 m²,3,6,3,3670,,2,11,37 años,Departamento,Frente,,,Ldp Negocios Inmobiliarios,,,,,,,,,,,,
754464049,Epecuen 4900  Villa Devoto ,25.500,$,,,Epecuen 4900 Villa Devoto - Capital Federal,departamento,alquiler, 91 m² ,71 m²,2,3,2,,1,4,1,1 años,Departamento,Frente,,,,,,,,,,Si,,Si,,Si,
750012284,44 1125  San Clemente,35,$,,,44 1125 San Clemente - Bs.as. Costa Atlántica,departamento,alquiler, 75 m² ,75 m²,2,3,2,,,,,,Dúplex,,,,,,,,1,,,,,,,,
750342768,Ciudad De La Paz Al 1300  Belgrano ,22.800,$,,,Ciudad De La Paz Al 1300 Belgrano - Capital Federal,departamento,alquiler, 80 m² ,70 m²,2,3,2,6300,,,1,50 años,,Frente,,,Lexinton Propiedades,,,,,,,Si,,,,,
754264478,Tinogasta 3168  Villa Del Parque ,15.000,$,,,Tinogasta 3168 Villa Del Parque - Capital Federal,departamento,alquiler, 90 m² ,80 m²,3,4,2,4500,4,5,9,30 años,Departamento,Frente,,,,,,,,,,,,,,Si,
750110718,Belgrano 3194  Munro  Vicente López,8.500,$,,,Belgrano 3194 Munro - Vicente López - Bs.as. G.b.a. Norte,departamento,alquiler, 20 m² ,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,
748315574,Mar De Ajo,1.000,$,,, Mar De Ajo - Bs.as. Costa Atlántica,departamento,alquiler, 29 m² ,29 m²,1,1,1,,6,,,30 años,Departamento,Lateral,,,,,,,,,,,,,,,
748957108,Sanchez De Loria 290  Lomas De Zamora,13.000,$,,,Sanchez De Loria 290 Lomas De Zamora - Bs.as. G.b.a. Sur,departamento,alquiler, 90 m² ,90 m²,3,4,2,,,,,,,,,,,,,,,,,,,,,,
746450126,Guatemala Al 4500  Palermo Soho ,1,U$S,,,Guatemala Al 4500 Palermo Soho - Capital Federal,departamento,alquiler, 100 m² ,95 m²,3,4,2,,,,1,9 años,,Frente,,,Mgc Propiedades - División Venta Usados | Alquileres,,,,1,,,Si,,Si,Si,,
747991849,Arenales Al 2200  Centro  Mar Del Plata,8.900,$,,,Arenales Al 2200 Centro - Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 44 m² ,40 m²,1,2,1,,,,,40 años,,Frente,,,Girard Propiedades,,,,,,,,,,,,
747798528,Moldes Al 2800  Belgrano ,22.500,$,,,Moldes Al 2800 Belgrano - Capital Federal,departamento,alquiler, 49 m² ,37 m²,,1,1,3000,,,,0 años,Departamento,Frente,,,Marmol & Blejman Propiedades,,,,1,,,,,,,,
747857686,Ibera 5600  Villa Urquiza ,17.999,$,,,Ibera 5600 Villa Urquiza - Capital Federal,departamento,alquiler, 60 m² ,50 m²,2,3,1,2700,,3,6,,Departamento,Frente,,,,,,,,,,,,,,,
744332103,Tigre torre River Side  Tigre,10.500,$,,,Tigre torre River Side Tigre - Bs.as. G.b.a. Norte,departamento,alquiler,,45 m²,,2,1,3720,,,,10 años,,,,,Lambo Propiedades,,,,,,,,,,,,
748783786,Diario La Nacion 1985  Francisco Álvarez  Moreno,8.000,$,,,Diario La Nacion 1985 Francisco Álvarez - Moreno - Bs.as. G.b.a. Oeste,departamento,alquiler, 65 m² ,65 m²,2,3,1,,1,2,1,15 años,Departamento,Frente,,,Rojasambriniprop,,,,,,,,,,,,
747750566,Quartier Madero Urbano  Puerto Madero ,16.000,$,,,Quartier Madero Urbano Puerto Madero - Capital Federal,departamento,alquiler, 47 m² ,42 m²,,1,1,7500,,,,3 años,,,,,Evoluer Real Estate Co.,,,,,,,Si,,,Si,Si,
750048170,Libertad 1100  Barrio Norte ,29.000,$,,,Libertad 1100 Barrio Norte - Capital Federal,departamento,alquiler, 157 m² ,157 m²,3,5,4,10700,,,,0 años,,Frente,,,Evoluer Real Estate Co.,,,,,,,,,,,,
746979896,Totoras 35 Edificio Zentiva 35  Centro  Pinamar,2.000,$,,,Totoras 35 Edificio Zentiva 35 Centro - Pinamar - Bs.as. Costa Atlántica,departamento,alquiler, 40 m² ,35 m²,1,2,1,,,,,,,,,,,,,,,,,,,,,,
746862019,Mirabilia Belgrano - Arcos Al 2600  Belgrano ,84.000,$,,,Mirabilia Belgrano - Arcos Al 2600 Belgrano - Capital Federal,departamento,alquiler, 137 m² ,125 m²,3,4,2,15000,,,,0 años,,Frente,,,Orwel Proyectos Inmobiliarios,,,,2,,,Si,Si,Si,Si,,
747991875,Tucuman Al 2500  Mar Del Plata,13.000,$,,,Tucuman Al 2500 Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 52 m² ,49 m²,1,2,1,,,,,7 años,,Frente,,,Girard Propiedades,,,,,,,,,,,,
744931714,Ruta Interbalnearia 118  Punta Del Este  Maldonado,699,$,,,Ruta Interbalnearia 118 Punta Del Este - Maldonado - Uruguay,departamento,alquiler, 65 m² ,65 m²,1,2,1,,,,3,5 años,Departamento,Contrafrente,,,,,,,1,,,Si,,Si,Si,,
749143531,Moldes Al 2800  Belgrano ,19.000,$,,,Moldes Al 2800 Belgrano - Capital Federal,departamento,alquiler, 49 m² ,37 m²,,1,1,3000,,2,4,0 años,Departamento,Contrafrente,,,Marmol & Blejman Propiedades,,,,,,,,,,,,
745696248,Pilar las Cañitas  Pilar,6.500,$,,,Pilar las Cañitas Pilar - Bs.as. G.b.a. Norte,departamento,alquiler,,,1,1,1,3400,,,,0 años,,,,,Lambo Propiedades,,,,,,,,,,,,
739828970,Rep. Arabe Siria 3100  Palermo Chico ,28.000,$,,,Rep. Arabe Siria 3100 Palermo Chico - Capital Federal,departamento,alquiler, 92 m² ,83 m²,3,4,2,7800,5,2,9,45 años,Semi piso,Contrafrente,,,,,,,,,,Si,,,,,
735831908,Av Libertador Al 2300  Olivos  Vicente López,21.900,$,,,Av Libertador Al 2300 Olivos - Vicente López - Bs.as. G.b.a. Norte,departamento,alquiler, 53 m² ,47 m²,1,2,2,6800,,,2,2 años,,Lateral,,,Salaya Romera Estacion,,,,1,,,Si,,,Si,,
750630315,Almirante Brown 1449  Bristol  Mar Del Plata,3.000,$,,,Almirante Brown 1449 Bristol - Mar Del Plata - Bs.as. Costa Atlántica,departamento,alquiler, 85 m² ,85 m²,2,3,2,,,,,,,,,,,,,,1,,,,,,,,
750171765,Av Libertador 5500  Belgrano ,29.000,$,,,Av Libertador 5500 Belgrano - Capital Federal,departamento,alquiler, 56 m² ,56 m²,1,2,1,4600,,,,15 años,,Frente,,,Zommer Negocios Inmobiliarios,,,,,,,Si,Si,,Si,Si,
